row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2021(Triệu VND),Quá hạn > Trên 3tháng,Quá hạn > Đến 3tháng,Trong hạn > Đến 1tháng,Trong hạn > Từ 1 đến3 tháng,Trong hạn > Từ 3 đến12 tháng,Trong hạn > Từ 1 đến5 năm,Trong hạn > Trên 5 năm,Trong hạn > Tổng cộng,numeric__Quá hạn > Trên 3tháng,numeric__Quá hạn > Đến 3tháng,numeric__Trong hạn > Đến 1tháng,numeric__Trong hạn > Từ 1 đến3 tháng,numeric__Trong hạn > Từ 3 đến12 tháng,numeric__Trong hạn > Từ 1 đến5 năm,numeric__Trong hạn > Trên 5 năm,numeric__Trong hạn > Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,2.345.733,-,-,-,-,2.345.733,,,2345733.0,,,,,2345733.0
Tiền gửi tại NHNNVN,Tài sản > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,-,-,10.860.730,-,-,-,-,10.860.730,,,10860730.0,,,,,10860730.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,83.146,-,45.436.490,5.150.625,6.517.513,-,-,57.187.774,83146.0,,45436490.0,5150625.0,6517513.0,,,57187774.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,7.005.061,-,-,-,-,7.005.061,,,7005061.0,,,,,7005061.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,(35.211),(9.761),(23.053),171.324,-,103.299,,,-35211.0,-9761.0,-23053.0,171324.0,,103299.0
Cho vay khách hàng và mua nợ - gộp,Tài sản > Cho vay khách hàng và mua nợ - gộp,Cho vay khách hàng và mua nợ - gộp,11.498.869,7.668.683,44.014.900,38.066.944,96.767.365,117.818.865,40.411.528,356.247.154,11498869.0,7668683.0,44014900.0,38066944.0,96767365.0,117818865.0,40411528.0,356247154.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,615.435,338.950,5.311.265,37.654.431,32.116.374,76.036.455,,,615435.0,338950.0,5311265.0,37654431.0,32116374.0,76036455.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,249.731,249.731,,,,,,,249731.0,249731.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,427.310,1.445.663,1.872.973,,,,,,427310.0,1445663.0,1872973.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,58.355,33.063,16.197.001,9.978.086,19.539.844,-,-,45.806.349,58355.0,33063.0,16197001.0,9978086.0,19539844.0,,,45806349.0
,,,11.640.370,7.701.746,126.440.139,53.524.844,128.112.934,156.071.930,74.223.296,557.715.259,11640370.0,7701746.0,126440139.0,53524844.0,128112934.0,156071930.0,74223296.0,557715259.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Các khoản nợ Chính phủ và NHNNVN,Nợ phải trả > Các khoản nợ Chính phủ và NHNNVN,Các khoản nợ Chính phủ và NHNNVN,-,-,8.444.199,2.181,7.995,-,-,8.454.375,,,8444199.0,2181.0,7995.0,,,8454375.0
"Tiền gửi và vay các TCTD, TCTC khác","Nợ phải trả > Tiền gửi và vay các TCTD, TCTC khác","Tiền gửi và vay các TCTD, TCTC khác",-,-,56.670.478,15.081.662,30.998.289,11.868.337,340,114.619.106,,,56670478.0,15081662.0,30998289.0,11868337.0,340.0,114619106.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,107.505.698,60.863.995,71.127.796,2.338.119,1.420,241.837.028,,,107505698.0,60863995.0,71127796.0,2338119.0,1420.0,241837028.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,324,16.741,39.815,43.694,3.356,103.930,,,324.0,16741.0,39815.0,43694.0,3356.0,103930.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.771.241,7.504.986,36.822.972,34.196.434,-,81.295.633,,,2771241.0,7504986.0,36822972.0,34196434.0,,81295633.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,13.632.066,303.411,734.273,151.470,-,14.821.220,,,13632066.0,303411.0,734273.0,151470.0,,14821220.0
,,,-,-,189.024.006,83.772.976,139.731.140,48.598.054,5.116,461.131.292,,,189024006.0,83772976.0,139731140.0,48598054.0,5116.0,461131292.0
Mức chênh thanh khoản thuần,Nợ phải trả > Mức chênh thanh khoản thuần,Mức chênh thanh khoản thuần,11.640.370,7.701.746,(62.583.867),(30.248.132),(11.618.206),107.473.876,74.218.180,96.583.967,11640370.0,7701746.0,-62583867.0,-30248132.0,-11618206.0,107473876.0,74218180.0,96583967.0
