row_label_raw,row_label_full,col_0,31/12/2021Triệu VND > Giá trị theohợp đồng -gộp,31/12/2021Triệu VND > Tiền gửi ký quỹ,31/12/2020Triệu VND > Giá trị theohợp đồng -thuẩn,31/12/2020Triệu VND > Giá trị theohợp đồng -gộp,31/12/2020Triệu VND > Tiền gửi ký quỹ,31/12/2020Triệu VND > Giá trị theohợp đồng -thuẩn_1,numeric__31/12/2021Triệu VND > Giá trị theohợp đồng -gộp,numeric__31/12/2021Triệu VND > Tiền gửi ký quỹ,numeric__31/12/2020Triệu VND > Giá trị theohợp đồng -thuẩn,numeric__31/12/2020Triệu VND > Giá trị theohợp đồng -gộp,numeric__31/12/2020Triệu VND > Tiền gửi ký quỹ,numeric__31/12/2020Triệu VND > Giá trị theohợp đồng -thuẩn_1
Bảo lãnh vayvốn,Bảo lãnh vayvốn,Bảo lãnh vayvốn,28.721,-,28.721,33.721,-,33.721,28721.0,,28721.0,33721.0,,33721.0
Cam kết giaodịch hồi đoái,Cam kết giaodịch hồi đoái,Cam kết giaodịch hồi đoái,116.395.985,-,116.395.985,122.301.777,-,122.301.777,116395985.0,,116395985.0,122301777.0,,122301777.0
▪ Cam kết muangoại tệ,▪ Cam kết muangoại tệ,▪ Cam kết muangoại tệ,520.241,-,520.241,2.243.568,-,2.243.568,520241.0,,520241.0,2243568.0,,2243568.0
▪ Cam kết bánngoại tệ,▪ Cam kết bánngoại tệ,▪ Cam kết bánngoại tệ,155.144,-,155.144,6.932.263,-,6.932.263,155144.0,,155144.0,6932263.0,,6932263.0
▪ Cam kếtgiao dịchhoán đốitiền tệ,▪ Cam kếtgiao dịchhoán đốitiền tệ,▪ Cam kếtgiao dịchhoán đốitiền tệ,115.720.600,-,115.720.600,113.125.946,-,113.125.946,115720600.0,,115720600.0,113125946.0,,113125946.0
Cam kết trongnghiệp vụ L/C,Cam kết trongnghiệp vụ L/C,Cam kết trongnghiệp vụ L/C,50.011.565,(226.983),49.784.582,22.194.102,(298.876),21.895.226,50011565.0,-226983.0,49784582.0,22194102.0,-298876.0,21895226.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,17.402.874,(584.381),16.818.493,17.456.794,(571.833),16.884.961,17402874.0,-584381.0,16818493.0,17456794.0,-571833.0,16884961.0
Cam kết khác,Cam kết khác,Cam kết khác,266.901.038,-,266.901.038,263.281.970,-,263.281.970,266901038.0,,266901038.0,263281970.0,,263281970.0
Trong đó: Hạnmức tín dụngchưa sử dụngcó thể hủyngang,Trong đó: Hạnmức tín dụngchưa sử dụngcó thể hủyngang,Trong đó: Hạnmức tín dụngchưa sử dụngcó thể hủyngang,164.431.886,-,164.431.886,141.928.441,-,141.928.441,164431886.0,,164431886.0,141928441.0,,141928441.0
