row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,%,31/12/2020Triệu VND,%_1,numeric__31/12/2021Triệu VND,numeric__%,numeric__31/12/2020Triệu VND,numeric__%_1
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",3.807.569,"1,07",3.786.880,"1,30",3807569.0,1.07,3786880.0,1.3
Khai khoáng,Khai khoáng,Khai khoáng,554.164,"0,16",927.374,"0,32",554164.0,0.16,927374.0,0.32
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",16.652.370,"4,69",14.266.805,"4,91",16652370.0,4.69,14266805.0,4.91
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",2.277.161,"0,64",2.803.150,"0,96",2277161.0,0.64,2803150.0,0.96
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",174.778,"0,05",181.272,"0,06",174778.0,0.05,181272.0,0.06
Xây dựng,Xây dựng,Xây dựng,26.492.203,"7,46",24.703.820,"8,49",26492203.0,7.46,24703820.0,8.49
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",40.136.840,"11,30",31.836.141,"10,95",40136840.0,11.3,31836141.0,10.95
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,6.107.587,"1,72",5.899.292,"2,03",6107587.0,1.72,5899292.0,2.03
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,8.895.843,"2,50",10.017.665,"3,44",8895843.0,2.5,10017665.0,3.44
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,339.174,"0,10",234.725,"0,08",339174.0,0.1,234725.0,0.08
Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,21.806.591,"6,14",7.430.985,"2,56",21806591.0,6.14,7430985.0,2.56
Hoạt động kinh doanh bắt động sản,Hoạt động kinh doanh bắt động sản,Hoạt động kinh doanh bắt động sản,42.567.227,"11,98",36.924.235,"12,70",42567227.0,11.98,36924235.0,12.7
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",766.072,"0,22",456.384,"0,16",766072.0,0.22,456384.0,0.16
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,944.447,"0,27",1.087.771,"0,37",944447.0,0.27,1087771.0,0.37
"Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý Nhà nước, an ninh quốc phòng;đảm bảo xã hội bắt buộc","Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý Nhà nước, an ninh quốc phòng;đảm bảo xã hội bắt buộc","Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý Nhà nước, an ninh quốc phòng;đảm bảo xã hội bắt buộc",6.836,"0,00",3.970,"0,00",6836.0,0.0,3970.0,0.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,166.771,"0,05",141.609,"0,05",166771.0,0.05,141609.0,0.05
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,187.843,"0,05",94.361,"0,03",187843.0,0.05,94361.0,0.03
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",1.584.563,"0,45",106.138,"0,04",1584563.0,0.45,106138.0,0.04
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,3.513.137,"0,99",535.206,"0,18",3513137.0,0.99,535206.0,0.18
"Hoạt động làm thuê các công việc trong hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tư tiêu dùng của hộ gia đình",123.947.317,"34,86",113.042.970,"38,88",123947317.0,34.86,113042970.0,38.88
"Cho vay cá nhân đề mua nhà ở, nhận quyền sử dụng đất để xây nhà ở","Cho vay cá nhân đề mua nhà ở, nhận quyền sử dụng đất để xây nhà ở","Cho vay cá nhân đề mua nhà ở, nhận quyền sử dụng đất để xây nhà ở",54.352.231,"15,30",36.334.720,"12,49",54352231.0,15.3,36334720.0,12.49
Hoạt động của các tổ chức và cơ quan quốc tế,Hoạt động của các tổ chức và cơ quan quốc tế,Hoạt động của các tổ chức và cơ quan quốc tế,495,"0,00",613,"0,00",495.0,0.0,613.0,0.0
,,,355.281.219,100,290.816.086,100,355281219.0,100.0,290816086.0,100.0
