row_label_raw,row_label_full,I,NGHĨA VỤ NỘ TIỀM ẦN,42,col_3,numeric__NGHĨA VỤ NỘ TIỀM ẦN,numeric__42,numeric__col_3
1,1,1,Bảo lãnh vay vốn,28.721,33.721,,28721.0,33721.0
2,2,2,Cam kết giao dịch hồi đoái,116.395.985,122.301.777,,116395985.0,122301777.0
2,2,2,Cam kết mua ngoại tệ,520.241,2.243.568,,520241.0,2243568.0
2,2,2,Cam kết bán ngoại tệ,155.144,6.932.263,,155144.0,6932263.0
2,2,2,Cam kết giao dịch hoán đổi,115.720.600,113.125.946,,115720600.0,113125946.0
4,4,4,Cam kết trong nghiệp vụ L/C,49.784.582,21.895.226,,49784582.0,21895226.0
5,5,5,Bảo lãnh khác,16.818.493,16.884.961,,16818493.0,16884961.0
6,6,6,Các cam kết khác,266.901.038,263.281.970,,266901038.0,263281970.0
