row_label_raw,row_label_full,STT,Tên,Địa chỉ,Hoạt động chính,numeric__Tên,numeric__Địa chỉ,numeric__Hoạt động chính
1,1,1,Xí nghiệp Tiêu thụ và Dịch vụ,"Phường Sài Gòn,Thành phố Hồ Chí Minh","Mua bán xi măng và các sản phẩm từ xi măng, vật liệu xây dựng",,,
2,2,2,Trạm nghiên Phú Hữu,"Phường Long Trường,Thành phố Hồ Chí Minh",Sản xuất xi măng,,,
3,3,3,Trạm nghiên Thủ Đức,"Phường Thủ Đức,Thành phố Hồ Chí Minh",Đã đóng cửa và đang chờ bàn giao lại,,,
4,4,4,Nhà máy Xi măngBình Phước,"Phường An Lộc,Tỉnh Đồng Nai","Sản xuất đá vôi, clinker và xi măng",,,
5,5,5,Trạm nghiên Long An,"Xã Long Cang,Tỉnh Tây Ninh",Sản xuất xi măng,,,
6,6,6,Nhà máy Xi măngKiên Lương,"Xã Kiên Lương,Tỉnh An Giang","Sản xuất đá vôi, clinker và xi măng",,,
7,7,7,Trạm nghiên Cam Ranh,"Xã Nam Cam Ranh,Tỉnh Khánh Hòa",Sản xuất xi măng,,,
8,8,8,Xí nghiệp Quản lýđường B.O.T Phú Hữu,"Phường Long Trường,Thành phố Hồ Chí Minh",Xây dựng công trình giao thông(theo hình thức B.O.T),,,
