row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Thặng dư vốn cổ phần VND,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Tổng cộng VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Thặng dư vốn cổ phần VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Tổng cộng VND
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,3.815.899.110.000,70.877.131.506,918.345.539.128,18.505.030.653,4.823.626.811.287,3815899110000.0,70877131506.0,918345539128.0,18505030653.0,4823626811287.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,60.099.342.792,60.099.342.792,,,,60099342792.0,60099342792.0
"Trích lập Quỹ khen thưởng, phúc lợi","Trích lập Quỹ khen thưởng, phúc lợi","Trích lập Quỹ khen thưởng, phúc lợi",-,-,-,(17.949.000.000),(17.949.000.000),,,,-17949000000.0,-17949000000.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,3.815.899.110.000,70.877.131.506,918.345.539.128,60.655.373.445,4.865.777.154.079,3815899110000.0,70877131506.0,918345539128.0,60655373445.0,4865777154079.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,273.694.022.343,273.694.022.343,,,,273694022343.0,273694022343.0
"Trích lập Quỹ khen thưởng, phúc lợi (i)","Trích lập Quỹ khen thưởng, phúc lợi (i)","Trích lập Quỹ khen thưởng, phúc lợi (i)",-,-,-,(22.287.000.000),(22.287.000.000),,,,-22287000000.0,-22287000000.0
Chia cổ tức bằng tiền (i),Chia cổ tức bằng tiền (i),Chia cổ tức bằng tiền (i),-,-,-,(38.158.991.100),(38.158.991.100),,,,-38158991100.0,-38158991100.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.815.899.110.000,70.877.131.506,918.345.539.128,273.903.404.688,5.079.025.185.322,3815899110000.0,70877131506.0,918345539128.0,273903404688.0,5079025185322.0
