row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,345.051.446.557,393.358.714.313,345051446557.0,393358714313.0
Thuế TNDN theo thuế suất của từng hoạt động,Thuế TNDN theo thuế suất của từng hoạt động,Thuế TNDN theo thuế suất của từng hoạt động,27.649.248.548,32.905.770.458,27649248548.0,32905770458.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,Trong đó: > Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,Thuế suất 15% của hoạt động sản xuất thức ăn chăn nuôi,17.347.419.174,23.424.659.219,17347419174.0,23424659219.0
Thuế suất 20% của các hoạt động khác,Trong đó: > Thuế suất 20% của các hoạt động khác,Thuế suất 20% của các hoạt động khác,1.340.356.671,9.481.111.239,1340356671.0,9481111239.0
Thuế suất ưu đãi của hoạt động chăn nuôi,Trong đó: > Thuế suất ưu đãi của hoạt động chăn nuôi,Thuế suất ưu đãi của hoạt động chăn nuôi,8.961.472.703,-,8961472703.0,
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,,,
Chi phí khấu hao ứng với phần vượt định mức,Các khoản điều chỉnh tăng: > Chi phí khấu hao ứng với phần vượt định mức,Chi phí khấu hao ứng với phần vượt định mức,115.537.165,182.358.839,115537165.0,182358839.0
Chi phí khác không được khấu trừ,Các khoản điều chỉnh tăng: > Chi phí khác không được khấu trừ,Chi phí khác không được khấu trừ,70.583.356,35.230.863,70583356.0,35230863.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh tăng: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(7.554.528.025),-,-7554528025.0,
Thu nhập thuế TNDN hoãn lại do lỗ chưa được ghi nhận,Các khoản điều chỉnh tăng: > Thu nhập thuế TNDN hoãn lại do lỗ chưa được ghi nhận,Thu nhập thuế TNDN hoãn lại do lỗ chưa được ghi nhận,19.640.363.289,-,19640363289.0,
Chi phí thuế TNDN,Các khoản điều chỉnh tăng: > Chi phí thuế TNDN,Chi phí thuế TNDN,39.921.204.333,33.123.360.160,39921204333.0,33123360160.0
