row_label_raw,row_label_full,Tên đơn vị,Ngày 31 tháng 12 năm 2019 > Giá trị (VND),Ngày 31 tháng 12 năm 2019 > Tỷ lệ vốn năm giữ,Ngày 31 tháng 12 năm 2019 > Tỷ lệ quyền biểu quyết,Ngày 31 tháng 12 năm 2018 > Giá trị (VND),Ngày 31 tháng 12 năm 2018 > Tỷ lệ vốn năm giữ,Ngày 31 tháng 12 năm 2018 > Tỷ lệ quyền biểu quyết,numeric__Ngày 31 tháng 12 năm 2019 > Giá trị (VND),numeric__Ngày 31 tháng 12 năm 2019 > Tỷ lệ vốn năm giữ,numeric__Ngày 31 tháng 12 năm 2019 > Tỷ lệ quyền biểu quyết,numeric__Ngày 31 tháng 12 năm 2018 > Giá trị (VND),numeric__Ngày 31 tháng 12 năm 2018 > Tỷ lệ vốn năm giữ,numeric__Ngày 31 tháng 12 năm 2018 > Tỷ lệ quyền biểu quyết
Công ty Cổ phần Transeco Công ty TNHH Chế biến thực phẩm Dabaco,Công ty Cổ phần Transeco Công ty TNHH Chế biến thực phẩm Dabaco,Công ty Cổ phần Transeco Công ty TNHH Chế biến thực phẩm Dabaco,(i) 20.000.000.000,"33,33%","33,33%",20.000.000.000,"33,33%","33,33%",,0.3333,0.3333,20000000000.0,0.3333,0.3333
Công ty Cổ phần Transeco Công ty TNHH Chế biến thực phẩm Dabaco,Công ty Cổ phần Transeco Công ty TNHH Chế biến thực phẩm Dabaco,Công ty Cổ phần Transeco Công ty TNHH Chế biến thực phẩm Dabaco,(ii) 66.483.458.082,45%,45%,67.233.693.082,45%,45%,,0.45,0.45,67233693082.0,0.45,0.45
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,86.483.458.082,,,87.233.693.082,,,86483458082.0,,,87233693082.0,,
