row_label_raw,row_label_full,Năm trước: > Số đầu năm > - Lợi nhuận trong năm,Vốn cổ phần đã phát hành > Năm trước: > 828.184.650.000 > -,Thặng dư vốn cổ phần > Năm trước: > 418.432.992.221 > -,Quỹ đầu tư phát triển > Năm trước: > 1.057.574.691.172 > -,Lợi nhuận sau thuế chưa phân phối > Năm trước: > 198.424.271.844 > 360.235.354.153,Đơn vị tính: VND Tổng cộng > Năm trước: > 2.502.616.605.237 > 360.235.354.153,numeric__Vốn cổ phần đã phát hành > Năm trước: > 828.184.650.000 > -,numeric__Thặng dư vốn cổ phần > Năm trước: > 418.432.992.221 > -,numeric__Quỹ đầu tư phát triển > Năm trước: > 1.057.574.691.172 > -,numeric__Lợi nhuận sau thuế chưa phân phối > Năm trước: > 198.424.271.844 > 360.235.354.153,numeric__Đơn vị tính: VND Tổng cộng > Năm trước: > 2.502.616.605.237 > 360.235.354.153
- Trích lập các quỹ,- Trích lập các quỹ,- Trích lập các quỹ,-,-,82.100.730.090,(82.100.730.090),-,,,82100730090.0,-82100730090.0,
"- Trích lập quỹ khen thưởng, phúc lợi","- Trích lập quỹ khen thưởng, phúc lợi","- Trích lập quỹ khen thưởng, phúc lợi",-,-,-,(35.186.027.000),(35.186.027.000),,,,-35186027000.0,-35186027000.0
- Chia cổ tức,- Chia cổ tức,- Chia cổ tức,-,-,-,(82.818.465.000),(82.818.465.000),,,,-82818465000.0,-82818465000.0
- Tăng khác,- Tăng khác,- Tăng khác,-,-,-,1.680.950.246,1.680.950.246,,,,1680950246.0,1680950246.0
Số cuối năm,Số cuối năm,Số cuối năm,828.184.650.000,418.432.992.221,1.139.675.421.262,360.235.354.153,2.746.528.417.636,828184650000.0,418432992221.0,1139675421262.0,360235354153.0,2746528417636.0
Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,Năm nay:,,,,,
Số đầu năm,Năm nay: > Số đầu năm,Số đầu năm,828.184.650.000,418.432.992.221,1.139.675.421.262,360.235.354.153,2.746.528.417.636,828184650000.0,418432992221.0,1139675421262.0,360235354153.0,2746528417636.0
- Lợi nhuận trong năm,Năm nay: > - Lợi nhuận trong năm,- Lợi nhuận trong năm,-,-,-,305.130.242.224,305.130.242.224,,,,305130242224.0,305130242224.0
- Chia cổ tức bằng cổ phiếu (*),Năm nay: > - Chia cổ tức bằng cổ phiếu (*),- Chia cổ tức bằng cổ phiếu (*),82.813.630.000,-,-,(82.813.630.000),-,82813630000.0,,,-82813630000.0,
- Trích lập quỹ đầu tư phát triển (*),Năm nay: > - Trích lập quỹ đầu tư phát triển (*),- Trích lập quỹ đầu tư phát triển (*),-,-,208.684.633.153,(208.684.633.153),-,,,208684633153.0,-208684633153.0,
"- Trích lập quỹ khen thưởng, phúc lợi (*)","Năm nay: > - Trích lập quỹ khen thưởng, phúc lợi (*)","- Trích lập quỹ khen thưởng, phúc lợi (*)",-,-,-,(23.187.181.000),(23.187.181.000),,,,-23187181000.0,-23187181000.0
- Thù lao Hội đồng Quản trị năm 2019,Năm nay: > - Thù lao Hội đồng Quản trị năm 2019,- Thù lao Hội đồng Quản trị năm 2019,-,-,-,(2.514.000.000),(2.514.000.000),,,,-2514000000.0,-2514000000.0
Số cuối năm,Năm nay: > Số cuối năm,Số cuối năm,910.998.280.000,418.432.992.221,1.348.360.054.415,348.166.152.224,3.025.957.478.860,910998280000.0,418432992221.0,1348360054415.0,348166152224.0,3025957478860.0
