row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,185.424.519.370,224.158.333.704,185424519370.0,224158333704.0
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",610.781.484.308,605.594.851.190,610781484308.0,605594851190.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",4.013.246.224,3.898.961.636,4013246224.0,3898961636.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,2.101.776.510.843,1.660.950.646.638,2101776510843.0,1660950646638.0
Chi phí sản xuất kinh doanh dở dang hoạt động kinh doanh bất động sản,Chi phí sản xuất kinh doanh dở dang hoạt động kinh doanh bất động sản,Chi phí sản xuất kinh doanh dở dang hoạt động kinh doanh bất động sản,518.123.131.049,350.681.797.875,518123131049.0,350681797875.0
Chi phí sản xuất kinh doanh dở dang hoạt động chăn nuôi và hoạt động khác,Chi phí sản xuất kinh doanh dở dang hoạt động chăn nuôi và hoạt động khác,Chi phí sản xuất kinh doanh dở dang hoạt động chăn nuôi và hoạt động khác,1.583.653.379.794,1.310.268.848.763,1583653379794.0,1310268848763.0
Thành phẩm,Thành phẩm,Thành phẩm,140.770.019.681,114.336.849.281,140770019681.0,114336849281.0
Dự án Khu đô thị Đền Đô,Dự án Khu đô thị Đền Đô,Dự án Khu đô thị Đền Đô,10.620.657.992,10.165.110.301,10620657992.0,10165110301.0
Thành phẩm hoạt động sản xuất và chăn nuôi,Thành phẩm hoạt động sản xuất và chăn nuôi,Thành phẩm hoạt động sản xuất và chăn nuôi,130.149.361.689,104.171.738.980,130149361689.0,104171738980.0
Hàng hóa,Hàng hóa,Hàng hóa,85.473.999.494,92.481.498.198,85473999494.0,92481498198.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.128.239.779.920,2.701.421.140.647,3128239779920.0,2701421140647.0
