row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,7.299.931.189.964,6.795.512.334.046,7299931189964.0,6795512334046.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,6.457.926.986.644,5.848.240.126.354,6457926986644.0,5848240126354.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó: > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",565.242.664.453,707.045.602.883,565242664453.0,707045602883.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó: > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,276.761.538.867,240.226.604.809,276761538867.0,240226604809.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(113.174.016.215),(121.206.863.230),-113174016215.0,-121206863230.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(108.251.309.101),(116.361.853.435),-108251309101.0,-116361853435.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(1.348.593.379),(628.422.560),-1348593379.0,-628422560.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(3.574.113.735),(4.216.587.235),-3574113735.0,-4216587235.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,7.186.757.173.749,6.674.305.470.816,7186757173749.0,6674305470816.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,6.344.752.970.429,5.727.033.263.124,6344752970429.0,5727033263124.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó: > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",565.242.664.453,707.045.602.883,565242664453.0,707045602883.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó: > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,276.761.538.867,240.226.604.809,276761538867.0,240226604809.0
