row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số cuối năm,Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị ghi số (đồng thời là giá gốc) > Số đầu năm
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,484.800.574.115,378.373.060.065,484800574115.0,378373060065.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,484.800.574.115,378.373.060.065,484800574115.0,378373060065.0
