row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (Trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại)
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24.1,7.299.931.189.964,6.795.512.334.046,,241.0,7299931189964.0,6795512334046.0
02,02,02,2. Các khoản giảm trừ doanh thu,24.1,(113.174.016.215),(121.206.863.230),,241.0,-113174016215.0,-121206863230.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,24.1,7.186.757.173.749,6.674.305.470.816,,241.0,7186757173749.0,6674305470816.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(6.020.208.085.226),(5.595.581.185.533),,25.0,-6020208085226.0,-5595581185533.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.166.549.088.523,1.078.724.285.283,,,1166549088523.0,1078724285283.0
21,21,21,6. Doanh thu hoạt động tài chính,24.2,27.480.285.000,40.781.927.222,,242.0,27480285000.0,40781927222.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,27,(294.872.857.938) (281.784.606.072),(192.635.924.873) (188.946.659.079),,27.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,27,(294.872.857.938) (281.784.606.072),(192.635.924.873) (188.946.659.079),,27.0,,
24,24,24,8. Phần lãi trong công ty liên kết,,1.249.765.000,-,,,1249765000.0,
25,25,25,9. Chi phí bán hàng,26,(267.546.339.711),(258.384.611.438),,26.0,-267546339711.0,-258384611438.0
26,26,26,10. Chi phí quản lý doanh nghiệp,26,(293.922.671.278),(281.328.855.897),,26.0,-293922671278.0,-281328855897.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,338.937.269.596,387.156.820.297,,,338937269596.0,387156820297.0
31,31,31,12. Thu nhập khác,28,6.690.778.889,14.617.568.062,,28.0,6690778889.0,14617568062.0
32,32,32,13. Chi phí khác,28,(576.601.928),(8.415.674.046),,28.0,-576601928.0,-8415674046.0
40,40,40,14. Lợi nhuận khác,28,6.114.176.961,6.201.894.016,,28.0,6114176961.0,6201894016.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,345.051.446.557,393.358.714.313,,,345051446557.0,393358714313.0
51,51,51,16. Chi phí thuế TNDN hiện hành,30.1,(39.921.204.333),(33.123.360.160),,301.0,-39921204333.0,-33123360160.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,305.130.242.224,360.235.354.153,,,305130242224.0,360235354153.0
61,61,61,18. Lợi nhuận sau thuế của công ty mẹ,23.1,305.130.242.224,360.235.354.153,,231.0,305130242224.0,360235354153.0
70,70,70,19. Lãi cơ bản trên cổ phiếu,32,3.349,3.700,,32.0,3349.0,3700.0
71,71,71,20. Lãi suy giảm trên cổ phiếu,32,3.349,3.700,,32.0,3349.0,3700.0
