row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Diễn giải,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Mối quan hệ,numeric__Diễn giải,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Công ty Cổ phầnChế biển Thực phẩm Dabaco,Công ty Cổ phầnChế biển Thực phẩm Dabaco,Công ty Cổ phầnChế biển Thực phẩm Dabaco,Công ty liên kết,Tạm ứng mua thực phẩm chế biến,-,15.000.000.000,,,,15000000000.0
Công ty Cổ phầnTranseco,Công ty Cổ phầnTranseco,Công ty Cổ phầnTranseco,Công ty liên kết,Phân bổ chi phí sử dụng tài sản,1.204.380.528,1.204.380.528,,,1204380528.0,1204380528.0
Công ty Cổ phầnTranseco,Công ty Cổ phầnTranseco,Công ty Cổ phầnTranseco,Công ty liên kết,Tiền nhận trong năm,4.349.381.117,14.079.749.179,,,4349381117.0,14079749179.0
