row_label_raw,row_label_full,col_0,MML VND,SHERPA VND,Zenith VND,MH VND,Tổng VND,numeric__MML VND,numeric__SHERPA VND,numeric__Zenith VND,numeric__MH VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.030.991.202.463,6.727.879.000.000,-,15.287.199.980.000,24.046.070.182.463,2030991202463.0,6727879000000.0,,15287199980000.0,24046070182463.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,1.096.875.000.000,99.990.000.000,-,1.196.865.000.000,,1096875000000.0,99990000000.0,,1196865000000.0
Thanh lý trong năm,Thanh lý trong năm,Thanh lý trong năm,-,-,-,(15.287.199.980.000),(15.287.199.980.000),,,,-15287199980000.0,-15287199980000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.030.991.202.463,7.824.754.000.000,99.990.000.000,-,9.955.735.202.463,2030991202463.0,7824754000000.0,99990000000.0,,9955735202463.0
