row_label_raw,row_label_full,col_0,31/12/2022 > % sở hữu,31/12/2022 > % quyền biểu quyết,31/12/2022 > Giá gốc VND,31/12/2022 > Dự phòng giảm giá VND,31/12/2022 > Giá trị hợp lý VND,31/12/2022 > % sở hữu_1,1/1/2022 > % quyền biểu quyết,1/1/2022 > Giá gốc VND,1/1/2022 > Dự phòng giảm giá VND,numeric__31/12/2022 > % sở hữu,numeric__31/12/2022 > % quyền biểu quyết,numeric__31/12/2022 > Giá gốc VND,numeric__31/12/2022 > Dự phòng giảm giá VND,numeric__31/12/2022 > Giá trị hợp lý VND,numeric__31/12/2022 > % sở hữu_1,numeric__1/1/2022 > % quyền biểu quyết,numeric__1/1/2022 > Giá gốc VND,numeric__1/1/2022 > Dự phòng giảm giá VND
▪ Công ty Cổ phần Masan MEATLife (“MML”),▪ Công ty Cổ phần Masan MEATLife (“MML”),▪ Công ty Cổ phần Masan MEATLife (“MML”),"78,7%","78,7%",2.030.991.202.463,-,(*),"78,7%","78,7%",2.030.991.202.463,-,0.787,0.787,2030991202463.0,,,0.787,0.787,2030991202463.0,
▪ Công ty TNHH The SHERPA (“SHERPA”),▪ Công ty TNHH The SHERPA (“SHERPA”),▪ Công ty TNHH The SHERPA (“SHERPA”),"99,9%","99,9%",7.824.754.000.000,-,(*),"99,9%","99,9%",6.727.879.000.000,-,0.9990000000000001,0.9990000000000001,7824754000000.0,,,0.9990000000000001,0.9990000000000001,6727879000000.0,
▪ Công ty TNHH Zenith Investment (“Zenith”) (**),▪ Công ty TNHH Zenith Investment (“Zenith”) (**),▪ Công ty TNHH Zenith Investment (“Zenith”) (**),"99,9%","99,9%",99.990.000.000,-,(*),-,-,-,-,0.9990000000000001,0.9990000000000001,99990000000.0,,,,,,
▪ Công ty Cổ phần Tầm nhìn Masan (“MH”) (***),▪ Công ty Cổ phần Tầm nhìn Masan (“MH”) (***),▪ Công ty Cổ phần Tầm nhìn Masan (“MH”) (***),-,-,-,-,,"99,9%","99,9%",15.287.199.980.000,-,,,,,,0.9990000000000001,0.9990000000000001,15287199980000.0,
,,,,,9.955.735.202.463,-,,,,24.046.070.182.463,-,,,9955735202463.0,,,,,24046070182463.0,
