row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 150 \)),100,,2.787.263.134.724,8.070.249.247.486,100.0,,2787263134724.0,8070249247486.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,1.266.804.918.233,4.934.770.809.881,110.0,4.0,1266804918233.0,4934770809881.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,26.980.918.233,4.934.770.809.881,111.0,,26980918233.0,4934770809881.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,1.239.824.000.000,-,112.0,,1239824000000.0,
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,100.229.315.000,44.727.841.148,120.0,,100229315000.0,44727841148.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,5(a),100.229.315.000,-,121.0,,100229315000.0,
Đầu tư nằm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,,-,44.727.841.148,123.0,,,44727841148.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,1.351.974.885.831,3.083.050.602.444,130.0,,1351974885831.0,3083050602444.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,10.289.937.284,5.188.956.552,132.0,,10289937284.0,5188956552.0
