row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Tính chất giao dịch,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
Bên liên quan,Bên liên quan,Bên liên quan,Tính chất giao dịch,2022VND,2021VND,,,
Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,,,
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Góp vốn,1.096.875.000.000,1.683.500.000.000,,1096875000000.0,1683500000000.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản cho vay đã cấp,210.200.000.000,1.609.188.000.000,,210200000000.0,1609188000000.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản cho vay đã thu hồi,12.500.000.000,2.294.188.000.000,,12500000000.0,2294188000000.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Thu nhập lãi từ khoản cho vay đã cấp,990.617.260,7.766.077.644,,990617260.0,7766077644.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản vay đã nhận,-,4.986.755.265.760,,,4986755265760.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Khoản vay đã hoàn trả,-,4.986.755.265.760,,,4986755265760.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Chi phí lãi vay từ khoản vay đã nhận,-,21.859.749.110,,,21859749110.0
Công ty TNHH The SHERPA,Các công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA,Công ty TNHH The SHERPA,Thanh lý khoản đầu tư,-,4.320.097.521.760,,,4320097521760.0
Công ty TNHH Zenith Investment,Các công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Góp vốn,99.990.000.000,-,,99990000000.0,
Công ty TNHH Zenith Investment,Các công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Khoản cho vay đã cấp,100.000.000,-,,100000000.0,
Công ty TNHH Zenith Investment,Các công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Thu nhập lãi từ khoản cho vay đã cấp,3.294.522,-,,3294522.0,
Công ty TNHH Zenith Investment,Các công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Thanh lý khoản đầu tư,35.045.376.163.305,-,,35045376163305.0,
Công ty Cổ phần Masan MEATLife,Các công ty con sở hữu trực tiếp > Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Khoản vay đã nhận,258.600.000.000,3.800.000.000.000,,258600000000.0,3800000000000.0
Công ty Cổ phần Masan MEATLife,Các công ty con sở hữu trực tiếp > Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Khoản vay đã hoàn trả,2.921.350.000.000,1.287.250.000.000,,2921350000000.0,1287250000000.0
Công ty Cổ phần Masan MEATLife,Các công ty con sở hữu trực tiếp > Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Chi phí lãi vay từ khoản vay đã nhận,86.459.153.425,27.852.410.959,,86459153425.0,27852410959.0
Công ty Cổ phần Masan MEATLife,Các công ty con sở hữu trực tiếp > Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Lãi trái phiếu đã trả,12.207.522.956,-,,12207522956.0,
Công ty Cổ phần Masan MEATLife,Các công ty con sở hữu trực tiếp > Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Chia sẻ chi phí,2.069.039.582,-,,2069039582.0,
Công ty Cổ phần Masan MEATLife,Các công ty con sở hữu trực tiếp > Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Thu nhập từ cổ tức,-,1.260.516.028.100,,,1260516028100.0
Công ty Cổ phần Masan MEATLife,Các công ty con sở hữu trực tiếp > Công ty Cổ phần Masan MEATLife,Công ty Cổ phần Masan MEATLife,Mua trái phiếu,-,3.756.912.000.000,,,3756912000000.0
