row_label_raw,row_label_full,col_0,1/1/2022Giá trị ghi số/Số cókhả năng trả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > Hoàn trảVND,31/12/2022Giá trị ghi số/Số cókhả năng trả nợVND,numeric__1/1/2022Giá trị ghi số/Số cókhả năng trả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > Hoàn trảVND,numeric__31/12/2022Giá trị ghi số/Số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.048.650.000.000,2.431.568.000.000,(4.094.350.000.000),1.385.868.000.000,3048650000000.0,2431568000000.0,-4094350000000.0,1385868000000.0
Vay và trái phiếuphát hành dài hạnđến hạn trả,Vay và trái phiếuphát hành dài hạnđến hạn trả,Vay và trái phiếuphát hành dài hạnđến hạn trả,1.729.400.000.000,14.900.000.000.000,(1.729.400.000.000),14.900.000.000.000,1729400000000.0,14900000000000.0,-1729400000000.0,14900000000000.0
,,,4.778.050.000.000,17.331.568.000.000,(5.823.750.000.000),16.285.868.000.000,4778050000000.0,17331568000000.0,-5823750000000.0,16285868000000.0
