row_label_raw,row_label_full,Bảo lãnh phát hành,31/12/2022Giá trị ghi sổ VND,1/1/2022Giá trị ghi sổ VND,Ngàyđáo hạn,Lãi suất,numeric__31/12/2022Giá trị ghi sổ VND,numeric__1/1/2022Giá trị ghi sổ VND,numeric__Ngàyđáo hạn,numeric__Lãi suất
Công ty Cổ phần Chứng khoán Kỹ thương,Công ty Cổ phần Chứng khoán Kỹ thương,Công ty Cổ phần Chứng khoán Kỹ thương,Công ty Cổ phần Chứng khoán Kỹ thương,Công ty Cổ phần Chứng khoán Kỹ thương,Công ty Cổ phần Chứng khoán Kỹ thương,Công ty Cổ phần Chứng khoán Kỹ thương,,,,
Trái phiếu không đảm bảoChi phí phát hành trái phiếu chưa phân bổ,Trái phiếu không đảm bảoChi phí phát hành trái phiếu chưa phân bổ,Trái phiếu không đảm bảoChi phí phát hành trái phiếu chưa phân bổ,19.500.000.000.000(150.891.804.440),19.500.000.000.000(292.826.129.892),Từ 2023 đến 2027,"Từ 9,3% đến 10,0%/năm trong năm đầu tiên, và từ 2,5% đến 4,0%/năm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 tháng của các ngân hàng được chọn trong thời gian còn lại",,,,
Trái phiếu không đảm bảoChi phí phát hành trái phiếu chưa phân bổ,Trái phiếu không đảm bảoChi phí phát hành trái phiếu chưa phân bổ > Trái phiếu không đảm bảoChi phí phát hành trái phiếu chưa phân bổ,Trái phiếu không đảm bảoChi phí phát hành trái phiếu chưa phân bổ,19.349.108.195.560,19.207.173.870.108,Từ 2023 đến 2027,"Từ 9,3% đến 10,0%/năm trong năm đầu tiên, và từ 2,5% đến 4,0%/năm cộng với bình quân lãi suất tiền gửi kỳ hạn 12 tháng của các ngân hàng được chọn trong thời gian còn lại",19349108195560.0,19207173870108.0,,
Trong đó:Đến hạn trả trong vòng 12 tháng,Trái phiếu không đảm bảoChi phí phát hành trái phiếu chưa phân bổ > Trong đó:Đến hạn trả trong vòng 12 tháng,Trong đó:Đến hạn trả trong vòng 12 tháng,(14.900.000.000.000),(1.500.000.000.000),,,-14900000000000.0,-1500000000000.0,,
