row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,Giá trị giao dịch > 2022 VND,Giá trị giao dịch > 2021 VND,numeric__Tính chất giao dịch,numeric__Giá trị giao dịch > 2022 VND,numeric__Giá trị giao dịch > 2021 VND
Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,,,
Công ty Cổ phần Tầm nhìn Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Tầm nhìn Masan,Công ty Cổ phần Tầm nhìn Masan,Hoàn trả vốn góp,-,3.450.000.000.000,,,3450000000000.0
Công ty Cổ phần Tầm nhìn Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Tầm nhìn Masan,Công ty Cổ phần Tầm nhìn Masan,Khoản cho vay đã cấp,2.112.200.000.000,-,,2112200000000.0,
Công ty Cổ phần Tầm nhìn Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Tầm nhìn Masan,Công ty Cổ phần Tầm nhìn Masan,Khoản cho vay đã thu hồi,2.112.200.000.000,-,,2112200000000.0,
Công ty Cổ phần Tầm nhìn Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Tầm nhìn Masan,Công ty Cổ phần Tầm nhìn Masan,Thu nhập lãi từ khoản cho vay đã cấp,26.761.906.849,-,,26761906849.0,
Công ty Cổ phần Tầm nhìn Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Tầm nhìn Masan,Công ty Cổ phần Tầm nhìn Masan,Khoản vay đã nhận,3.652.768.000.000,1.561.066.883.528,,3652768000000.0,1561066883528.0
Công ty Cổ phần Tầm nhìn Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Tầm nhìn Masan,Công ty Cổ phần Tầm nhìn Masan,Khoản vay đã hoàn trả,2.652.800.000.000,4.309.400.000.000,,2652800000000.0,4309400000000.0
Công ty Cổ phần Tầm nhìn Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Tầm nhìn Masan,Công ty Cổ phần Tầm nhìn Masan,Chi phí lãi vay từ khoản vay đã nhận,55.801.194.595,198.244.808.665,,55801194595.0,198244808665.0
Công ty Cổ phần Tầm nhìn Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Tầm nhìn Masan,Công ty Cổ phần Tầm nhìn Masan,Lãi trái phiếu đã trả,33.944.700.276,-,,33944700276.0,
Công ty Cổ phần Hàng Tiêu dùng Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng Tiêu dùng Masan,Công ty Cổ phần Hàng Tiêu dùng Masan,Chi phí công nghệ thông tin,7.658.074.168,2.430.085.109,,7658074168.0,2430085109.0
Công ty Cổ phần Hàng Tiêu dùng Masan,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng Tiêu dùng Masan,Công ty Cổ phần Hàng Tiêu dùng Masan,Mua hàng hóa,161.267.455,84.243.994,,161267455.0,84243994.0
Công ty TNHH Vonfram Masan,Các công ty con sở hữu gián tiếp > Công ty TNHH Vonfram Masan,Công ty TNHH Vonfram Masan,Khoản cho vay đã cấp,600.000.000.000,-,,600000000000.0,
Công ty TNHH Vonfram Masan,Các công ty con sở hữu gián tiếp > Công ty TNHH Vonfram Masan,Công ty TNHH Vonfram Masan,Thu nhập lãi từ khoản cho vay đã cấp,8.203.958.904,-,,8203958904.0,
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Khoản cho vay đã cấp,197.240.000.000,241.676.000.000,,197240000000.0,241676000000.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Khoản cho vay đã thu hồi,181.676.000.000,60.000.000.000,,181676000000.0,60000000000.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Thu nhập lãi từ khoản cho vay đã cấp,11.187.603.064,9.850.057.098,,11187603064.0,9850057098.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Khoản vay đã hoàn trả,-,1.143.479.452.055,,,1143479452055.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Chi phí lãi vay từ khoản vay đã nhận,-,4.270.122.128,,,4270122128.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Các công ty con sở hữu gián tiếp > Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Chia sẻ chi phí,4.917.516.919,-,,4917516919.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Khoản cho vay đã nhận,330.000.000.000,720.000.000.000,,330000000000.0,720000000000.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Khoản cho vay đã hoàn trả,330.000.000.000,1.220.000.000.000,,330000000000.0,1220000000000.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Chi phí lãi vay từ khoản vay đã nhận,9.324.739.726,2.940.273.973,,9324739726.0,2940273973.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Khoản vay đã cấp,-,700.000.000.000,,,700000000000.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Khoản vay đã thu hồi,-,700.000.000.000,,,700000000000.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Thu nhập lãi từ khoản cho vay đã cấp,-,1.121.917.808,,,1121917808.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Lãi trái phiếu đã trả,224.876.838.265,-,,224876838265.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Mua hàng hóa,7.342.909.264,2.209.790.139,,7342909264.0,2209790139.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Chia sẻ chi phí,17.549.767.099,-,,17549767099.0,
Công ty TNHH MEATDeli HN,Các công ty con sở hữu gián tiếp > Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Mua hàng hóa,1.842.239.661,505.228.121,,1842239661.0,505228121.0
