row_label_raw,row_label_full,col_0,Nâng cấptài sản thuêVND,Thiết bịvăn phòngVND,Phương tiệnvận chuyểnVND,TổngVND,numeric__Nâng cấptài sản thuêVND,numeric__Thiết bịvăn phòngVND,numeric__Phương tiệnvận chuyểnVND,numeric__TổngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,34.614.411.928,9.482.695.440,5.652.028.000,49.749.135.368,34614411928.0,9482695440.0,5652028000.0,49749135368.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,1.066.791.600,307.576.800,966.995.455,2.341.363.855,1066791600.0,307576800.0,966995455.0,2341363855.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,35.681.203.528,9.790.272.240,6.619.023.455,52.090.499.223,35681203528.0,9790272240.0,6619023455.0,52090499223.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,27.007.649.071,8.065.892.254,1.189.814.499,36.263.355.824,27007649071.0,8065892254.0,1189814499.0,36263355824.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,3.387.436.513,714.923.462,968.865.650,5.071.225.625,3387436513.0,714923462.0,968865650.0,5071225625.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,30.395.085.584,8.780.815.716,2.158.680.149,41.334.581.449,30395085584.0,8780815716.0,2158680149.0,41334581449.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,7.606.762.857,1.416.803.186,4.462.213.501,13.485.779.544,7606762857.0,1416803186.0,4462213501.0,13485779544.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,5.286.117.944,1.009.456.524,4.460.343.306,10.755.917.774,5286117944.0,1009456524.0,4460343306.0,10755917774.0
