row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Value added tax,Value added tax,Value added tax,"994,906,208","326,608,629",,
Corporate income tax,Corporate income tax,Corporate income tax,"125,660,196,815","279,017,935,788",,
Personal income tax,Personal income tax,Personal income tax,"56,213,163,174","58,426,339,576",,
Foreign contractors withholding tax,Foreign contractors withholding tax,Foreign contractors withholding tax,"6,942,015,879","9,686,213,180",,
Total,Total,Total,"189,810,282,076","347,457,097,173",,
