row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
,,,I. OPERATING INCOME,,,,,,,
01,01,01,1. Gain from financial assets at fair value through profit or loss (FVTPL),,"3,966,694,509,872","3,121,960,067,805",,,,
01.1,01 > 01.1,01.1,1.1. Gain from disposal of financial assets at FVTPL,29.1,"1,403,726,028,577","1,079,799,162,898",,291.0,,
01.2,01 > 01.2,01.2,1.2. Gain from revaluation of financial assets at FVTPL,29.2,"355,723,748,555","168,026,723,172",,292.0,,
01.3,01 > 01.3,01.3,"1.3. Dividend, interest income from financial assets at FVTPL",29.4,"2,047,963,488,063","1,780,367,647,509",,294.0,,
01.4,01 > 01.4,01.4,1.4. Gain from revaluation of outstanding covered warrants payables,29.3,"159,281,244,677","93,766,534,226",,293.0,,
02,01 > 02,02,2. Gain from held-to-maturity (HTM) investments,29.4,"323,745,415,049","471,376,677,174",,294.0,,
03,01 > 03,03,3. Gain from loans and receivables,29.4,"2,079,370,965,194","1,568,443,996,157",,294.0,,
04,01 > 04,04,4. Gain from available-for-sale (AFS) financial assets,29.4,"5,855,498,234","6,001,639,582",,294.0,,
06,06,06,5. Revenue from brokerage services,,"1,669,016,453,571","1,503,143,723,501",,,,
07,07,07,6. Revenue from underwriting and issuance agency services,,"10,168,863,013","21,536,573,014",,,,
08,08,08,7. Revenue from securities investment advisory services,,"3,459,163,722","12,012,987,291",,,,
09,09,09,8. Revenue from securities custodian services,,"37,083,080,264","39,700,597,703",,,,
10,10,10,9. Revenue from financial advisory services,,"24,743,117,630","28,667,066,626",,,,
11,10 > 11,11,10. Revenue from other operating activities,31,"81,041,612,510","120,588,556,652",,31.0,,
20,20,20,Total operating revenue,,"8,201,178,679,059","6,893,431,885,505",,,,
,,,II. OPERATING EXPENSES,,,,,,,
21,21,21,1. Loss from financial assets at fair value through profit or loss (FVTPL),,"1,444,863,513,137","640,517,893,180",,,,
21.1,21 > 21.1,21.1,1.1. Loss from disposal of financial assets at FVTPL,29.1,"797,571,201,838","373,791,680,013",,291.0,,
21.2,21 > 21.2,21.2,1.2. Loss from revaluation of financial assets at FVTPL,29.2,"446,095,577,578","207,840,987,288",,292.0,,
21.3,21.3,21.3,1.3. Transaction costs of acquisition of financial assets at FVTPL,,"9,579,780,732","3,543,936,319",,,,
21.4,21.3 > 21.4,21.4,1.4. Loss from revaluation of outstanding covered warrants payables,29.3,"191,616,952,989","55,341,289,560",,293.0,,
23,23,23,2. Loss and differences from revaluation at fair value of available-for-sale financial assets (AFS) arising from reclassification,,-,"25,722,584,854",,,,
24,23 > 24,24,3. Provision expenses for diminution in value and impairment of financial assets and doubtful debts and borrowing costs of loans,30,"34,736,394,527","8,537,006",,30.0,,
26,23 > 26,26,4. Expenses for proprietary trading activities,34,"169,038,141,175","62,322,734,038",,34.0,,
27,23 > 27,27,5. Expenses for brokerage services,32,"1,310,646,611,682","1,316,274,309,694",,32.0,,
28,23 > 28,28,6. Expenses for underwriting and issuance agency services,32,"9,539,948,546","9,919,666,680",,32.0,,
29,23 > 29,29,7. Expenses for securities investment advisory services,32,"19,990,738,187","23,319,014,840",,32.0,,
30,23 > 30,30,8. Expenses for securities custodian services,32,"41,393,115,080","44,821,941,973",,32.0,,
31,23 > 31,31,9. Expenses for financial advisory services,32,"26,492,570,900","33,133,552,302",,32.0,,
32,23 > 32,32,10. Other operating expenses,"32,33","75,238,918,530","163,767,479,151",,32.33,,
40,40,40,Total operating expenses,,"3,131,939,951,764","2,319,807,713,718",,,,
