row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bán cáctài sản tài chính khó có khả năng thu hồi,1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bán cáctài sản tài chính khó có khả năng thu hồi,1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bán cáctài sản tài chính khó có khả năng thu hồi,507.766.978.808,267.997.744.808,507766978808.0,267997744808.0
1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bán cáctài sản tài chính khó có khả năng thu hồi,1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bán cáctài sản tài chính khó có khả năng thu hồi,1. Các khoản phải thu bán các tài sản tài chínhTrong đó các khoản phải thu về bán cáctài sản tài chính khó có khả năng thu hồi,231.621.436.808,231.621.436.808,231621436808.0,231621436808.0
"2. Các khoản phải thu và dự thu cổ tức, tiềnlãi các tài sản tài chính (*)","2. Các khoản phải thu và dự thu cổ tức, tiềnlãi các tài sản tài chính (*)","2. Các khoản phải thu và dự thu cổ tức, tiềnlãi các tài sản tài chính (*)",290.993.050.749,316.441.295.496,290993050749.0,316441295496.0
3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,830.656.988.493,30.488.015.683,830656988493.0,30488015683.0
3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,795.000.000.000,-,795000000000.0,
3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,3. Trả trước cho người bánTrong đó:Ứng trước tiền mua chứng khoánKhác,35.656.988.493,30.488.015.683,35656988493.0,30488015683.0
4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụCTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụCTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụCTCK cung cấp,14.825.982.317,6.253.094.642,14825982317.0,6253094642.0
4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụCTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụCTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấpTrong đó phải thu khó đòi các dịch vụCTCK cung cấp,250.000.000,250.000.000,250000000.0,250000000.0
5. Các khoản phải thu khác,5. Các khoản phải thu khác,5. Các khoản phải thu khác,16.986.334.652,4.162.964.691,16986334652.0,4162964691.0
6. Dự phòng phải thu khó đòi,6. Dự phòng phải thu khó đòi,6. Dự phòng phải thu khó đòi,(231.871.436.808),(231.871.436.808),-231871436808.0,-231871436808.0
Tổng cộng,Tổng cộng,Tổng cộng,1.429.357.898.211,393.471.678.512,1429357898211.0,393471678512.0
