row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
004,004,004,Nợ khó đòi đã xử lý (VND),,44.493.312.525,44.161.494.585,,,44493312525.0,44161494585.0
006,006,006,Cổ phiếu đang lưu hành (số lượng),27.3,1.961.872.450,1.499.138.669,,273.0,1961872450.0,1499138669.0
007,007,007,Cổ phiếu quỹ (số lượng),27.3,1.991.468,1.991.468,,273.0,1991468.0,1991468.0
008,008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.1,7.010.054.420.000,4.547.410.950.000,,281.0,7010054420000.0,4547410950000.0
009,009,009,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của CTCK (VND),28.2,525.880.220.000,13.547.260.000,,282.0,525880220000.0,13547260000.0
010,010,010,Tài sản tài chính chờ về của CTCK (VND),28.3,23.542.100.000,337.024.380.000,,283.0,23542100000.0,337024380000.0
012,012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.4,9.620.611.877.300,10.179.573.915.500,,284.0,9620611877300.0,10179573915500.0
013,013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,2.768.230.000,-,,,2768230000.0,
014,014,014,Chứng quyền (số lượng),,1.033.885.200,677.576.400,,,1033885200.0,677576400.0
,,,B. TÀI SẢN VÀ CÁC KHOÀN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỐI KHÁCH HÀNG,,,,,,,
021,021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư (VND),28.5,119.604.922.696.400,92.107.232.651.200,,285.0,119604922696400.0,92107232651200.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,102.694.055.926.400,78.834.186.721.200,,,102694055926400.0,78834186721200.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,4.982.805.830.000,969.229.010.000,,,4982805830000.0,969229010000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cảm cố,,11.310.605.310.000,10.965.402.370.000,,,11310605310000.0,10965402370000.0
021.4,021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,20.725.970.000,16.950.300.000,,,20725970000.0,16950300000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,596.729.660.000,1.321.464.250.000,,,596729660000.0,1321464250000.0
