row_label_raw,row_label_full,Assets,Ending balance,Beginning balance,Collaterals for,numeric__Ending balance,numeric__Beginning balance,numeric__Collaterals for
Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),"37,232,000,000,000","34,523,400,000,000",,,,
Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),"33,062,000,000,000","29,323,400,000,000",Short-term borrowings,,,
Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),"3,320,000,000,000","4,700,000,000,000",Short-term borrowings,,,
Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),-,"100,000,000,000",Short-term borrowings Covered warrants,,,
Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),Short-termFinancial assets at FVTPL- par value (Note 7.1)Term deposits withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit withremaining maturity of lessthan 1 year (Note 7.3)Certificates of deposit atVTPL (Note 7.1),"850,000,000,000","400,000,000,000",Short-term borrowings Covered warrants,,,
Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),"1,185,801,200,000","2,365,801,200,000",,,,
Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),"600,000,000,000","2,100,000,000,000",Short-term borrowings,,,
Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),"320,000,000,000",-,Short-term borrowings Short-term borrowings,,,
Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),Long-termBonds with remainingmaturity of more than 1year - par value (Note 11)Term deposits withremaining maturity of morethan 1 year (Note 11)Investments in associates- par value (Note 11),"265,801,200,000","265,801,200,000",Short-term borrowings Short-term borrowings,,,
Total,Total,Total,"38,417,801,200,000","36,889,201,200,000",,,,
