row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Unrestricted financial assets,Unrestricted financial assets,Unrestricted financial assets,"3,722,023,220,000","3,894,964,750,000",,
Mortgaged financial assets,Mortgaged financial assets,Mortgaged financial assets,"3,182,801,200,000","600,801,200,000",,
Financial assets awaiting for settlement,Financial assets awaiting for settlement,Financial assets awaiting for settlement,"105,230,000,000","51,645,000,000",,
Total,Total,Total,"7,010,054,420,000","4,547,410,950,000",,
