row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
Principal payables under deposit management contracts (*),Principal payables under deposit management contracts (*),Principal payables under deposit management contracts (*),-,"888,163,335,821",,
"Dividend, bond coupon payables","Dividend, bond coupon payables","Dividend, bond coupon payables","8,183,580,361","8,226,474,113",,
Dividend payables to shareholders of the Company,Dividend payables to shareholders of the Company,Dividend payables to shareholders of the Company,"7,659,494,900","7,689,997,900",,
Coupon payables to bondholders of the Company,Coupon payables to bondholders of the Company,Coupon payables to bondholders of the Company,"524,085,461","536,476,213",,
Other payables,Other payables,Other payables,"3,588,825,402","2,972,803,034",,
Total,Total,Total,"11,772,405,763","899,362,612,968",,
