row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
"Shares, fund certificates and covered warrants","Shares, fund certificates and covered warrants","Shares, fund certificates and covered warrants","596,649,330,000","947,433,718,700",,
Bonds,Bonds,Bonds,"2,188,700,000","310,000,000",,
Total,Total,Total,"598,838,030,000","947,743,718,700",,
