row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Administrative employees' expenses,Administrative employees' expenses,Administrative employees' expenses,"90,388,375,278","116,389,533,494",,
- Expenses on payroll and other employees' benefits,- Expenses on payroll and other employees' benefits,- Expenses on payroll and other employees' benefits,"82,241,401,029","106,659,061,844",,
"- Expenses for social security, health insurance, union fee and unemployment insurance","- Expenses for social security, health insurance, union fee and unemployment insurance","- Expenses for social security, health insurance, union fee and unemployment insurance","8,146,974,249","9,730,471,650",,
Expense for office supplies,Expense for office supplies,Expense for office supplies,"1,509,992,942","2,253,162,213",,
Expense for tools,Expense for tools,Expense for tools,"2,347,924,166","8,148,197,305",,
Depreciation of fixed assets expenses,Depreciation of fixed assets expenses,Depreciation of fixed assets expenses,"44,262,174,954","39,608,832,413",,
External service expenses,External service expenses,External service expenses,"106,783,630,985","139,152,580,745",,
Other expenses,Other expenses,Other expenses,"21,294,522,876","15,340,301,175",,
Total,Total,Total,"266,586,621,201","320,892,607,345",,
