row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
,,,III. FINANCE INCOME,,,,,,,
41,41,41,1. Realized and unrealized gain from changes in foreign exchange rates,,"29,977,258,645","7,669,744,186",,,,
42,42,42,"2. Dividend from investment in subsidiaries, associates and interest income from demand deposits",,"49,134,578,501","26,225,037,906",,,,
44,44,44,3. Other investment income,,"45,976,478,632","54,642,654,606",,,,
50,44 > 50,50,Total finance income,35,"125,088,315,778","88,537,436,698",,35.0,,
,,,IV. FINANCE EXPENSES,,,,,,,
51,51,51,1. Realized and unrealized loss from changes in foreign exchange rates,,"28,599,714,302","25,490,069,703",,,,
52,52,52,2. Borrowing costs,,"1,505,764,783,295","1,570,439,043,267",,,,
55,55,55,3. Other finance expenses,,"40,529,004,768","41,713,608,024",,,,
60,55 > 60,60,Total finance expenses,36,"1,574,893,502,365","1,637,642,720,994",,36.0,,
62,55 > 62,62,V. GENERAL AND ADMINISTRATIVE EXPENSES,37,"266,586,621,201","320,892,607,345",,37.0,,
70,70,70,VI. OPERATING PROFIT,,"3,352,846,919,507","2,703,626,280,146",,,,
,,,VII. OTHER INCOME AND EXPENSES,,,,,,,
71,71,71,Other income,,"2,336,531,523","2,276,829,859",,,,
72,72,72,Other expenses,,"2,631,115,379","592,175,416",,,,
80,72 > 80,80,Total other operating profit,38,"(294,583,856)","1,684,654,443",,38.0,,
90,90,90,VIII. PROFIT BEFORE TAX,,"3,352,552,335,651","2,705,310,934,589",,,,
91,91,91,Realized profit,,"3,462,439,468,618","2,637,944,202,140",,,,
92,92,92,Unrealized profit,,"(109,887,132,967)","67,366,732,449",,,,
100,92 > 100,100,IX. CORPORATE INCOME TAX (CIT) EXPENSES,39,"672,115,082,220","532,104,480,631",,39.0,,
100.1,92 > 100.1,100.1,Current CIT expense,39.1,"675,509,748,874","522,093,932,088",,391.0,,
100.2,92 > 100.2,100.2,Deferred CIT (income)/expense,39.2,"(3,394,666,654)","10,010,548,543",,392.0,,
200,200,200,X. PROFIT AFTER TAX,,"2,680,437,253,431","2,173,206,453,958",,,,
