row_label_raw,row_label_full,Code,ITEMS,Notes,Ending balance,Beginning balance,numeric__ITEMS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
300,300,300,C. LIABILITIES,,"46,571,464,589,518","45,934,992,919,630",,,,
310,310,310,I. Current liabilities,,"46,554,938,544,129","45,919,496,060,281",,,,
311,310 > 311,311,1. Short-term borrowings and financial leases,20,"45,501,969,699,137","43,168,931,078,677",,20.0,,
312,312,312,1.1. Short-term borrowings,,"45,501,969,699,137","43,168,931,078,677",,,,
318,312 > 318,318,2. Payables for securities trading activities,21,"227,883,634,106","141,432,129,400",,21.0,,
320,312 > 320,320,3. Short-term payables to suppliers,22,"97,600,718,446","856,511,456,466",,22.0,,
321,321,321,4. Short-term advances from customers,,"22,810,726,300","23,583,183,500",,,,
322,321 > 322,322,5. Taxation and Statutory obligations,23,"189,810,282,076","347,457,097,173",,23.0,,
323,323,323,6. Payables to employees,,"75,892,442,928","97,476,854,816",,,,
324,324,324,7. Employee benefits,,"763,286,198","771,809,804",,,,
325,324 > 325,325,8. Short-term accrued expenses,24,"69,894,486,753","81,450,728,639",,24.0,,
327,327,327,9. Short-term unearned revenue,,"7,500,000","643,333,336",,,,
328,328,328,10. Short-term collateral & deposit received,,,"100,000,000",,,,
329,328 > 329,329,11. Other short-term payables,25,"11,772,405,763","899,362,612,968",,25.0,,
331,328 > 331,331,12. Bonus and welfare fund,26,"356,533,362,422","301,775,775,502",,26.0,,
340,340,340,II. Non-current liabilities,,"16,526,045,389","15,496,859,349",,,,
351,351,351,1. Long-term unearned revenue,,"1,000,000,000","1,200,000,000",,,,
356,351 > 356,356,2. Deferred income tax payables,17,"15,526,045,389","14,296,859,349",,17.0,,
400,400,400,D. OWNERS' EQUITY,,"25,967,272,112,731","22,584,459,625,267",,,,
410,400 > 410,410,I. Owners' equity,27,"25,967,272,112,731","22,584,459,625,267",,27.0,,
411,411,411,1. Share capital,,"20,713,065,094,108","18,291,394,836,235",,,,
411.1,411.1,411.1,1.1. Capital contribution,,"19,638,639,180,000","15,011,301,370,000",,,,
411.1a,411.1a,411.1a,a. Ordinary shares,,"19,638,639,180,000","15,011,301,370,000",,,,
411.2,411.2,411.2,1.2. Share premium,,"1,093,540,920,517","3,299,208,472,644",,,,
411.5,411.5,411.5,1.3. Treasury shares,,"(19,115,006,409)","(19,115,006,409)",,,,
412,411.5 > 412,412,2. Differences from revaluation of assets at fair value,40,"(3,793,033,106)","(3,793,033,106)",,40.0,,
414,414,414,3. Charter capital supplementary reserve,,,"58,252,419,507",,,,
417,414 > 417,417,4. Undistributed profit,27.1,"5,258,000,051,729","4,238,605,402,631",,271.0,,
417.1,417.1,417.1,4.1. Realized profit,,"5,438,665,355,480","4,308,154,387,375",,,,
417.2,417.2,417.2,4.2. Unrealized profit,,"(180,665,303,751)","(69,548,984,744)",,,,
440,440,440,TOTAL LIABILITIES AND OWNERS' EQUITY,,"72,538,736,702,249","68,519,452,544,897",,,,
