row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Unrealized and realized gain from foreign exchange rate difference,Unrealized and realized gain from foreign exchange rate difference,Unrealized and realized gain from foreign exchange rate difference,"29,977,258,645","7,669,744,186",,
"Dividend from investments in subsidiaries, associates, and joint ventures","Dividend from investments in subsidiaries, associates, and joint ventures","Dividend from investments in subsidiaries, associates, and joint ventures","13,291,396,500",-,,
Demand deposit interest income and deposits of less than three (03) months maturity,Demand deposit interest income and deposits of less than three (03) months maturity,Demand deposit interest income and deposits of less than three (03) months maturity,"35,843,182,001","26,225,037,906",,
Other investment income,Other investment income,Other investment income,"45,976,478,632","54,642,654,606",,
Total,Total,Total,"125,088,315,778","88,537,436,698",,
