row_label_raw,row_label_full,col_0,Tổng cộng,Số dư đã dự phòng,Không quá hạn và không bị suy giảm,Quá hạn nhưng không bị suy giảm,Quá hạn nhưng không bị suy giảm_1,Quá hạn nhưng không bị suy giảm_2,Quá hạn nhưng không bị suy giảm_3,numeric__Tổng cộng,numeric__Số dư đã dự phòng,numeric__Không quá hạn và không bị suy giảm,numeric__Quá hạn nhưng không bị suy giảm,numeric__Quá hạn nhưng không bị suy giảm_1,numeric__Quá hạn nhưng không bị suy giảm_2,numeric__Quá hạn nhưng không bị suy giảm_3
,,,Tổng cộng,Số dư đã dự phòng,Không quá hạn và không bị suy giảm,< 90 ngày,91-180 ngày,181-210 ngày,>210 ngày,,,,,,,
Số đầu năm,Số đầu năm,Số đầu năm,15.134.065.013.420,441.230.012,15.133.615.005.564,4.262.093,707.919,917.029,2.890.803,15134065013420.0,441230012.0,15133615005564.0,4262093.0,707919.0,917029.0,2890803.0
Số cuối năm,Số cuối năm,Số cuối năm,21.998.601.885.375,115.687.920,21.998.482.346.522,1.408.842,651.692,126.284,1.664.115,21998601885375.0,115687920.0,21998482346522.0,1408842.0,651692.0,126284.0,1664115.0
