row_label_raw,row_label_full,col_0,Ending balance,Ending balance_1,Beginning balance,Beginning balance_1,numeric__Ending balance,numeric__Ending balance_1,numeric__Beginning balance,numeric__Beginning balance_1
,,,Cost,Fair value (3),Cost,Fair value (3),,,,
Receivables from margin activities (1),Receivables from margin activities (1),Receivables from margin activities (1),"21,815,317,990,320","21,815,204,945,512","14,672,118,042,397","14,671,676,950,385",,,,
Advances to investors (2),Advances to investors (2),Advances to investors (2),"183,283,895,055","183,283,895,055","461,946,971,023","461,946,971,023",,,,
Total,Total,Total,"21,998,601,885,375","21,998,488,840,567","15,134,065,013,420","15,133,623,921,408",,,,
