row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,B. TÀI SẢN VÀ CÁC KHOẢN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG (tiếp theo),,,,,,,
022,022,022,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của Nhà đầu tư,28.6,1.174.396.560.000,862.680.390.000,,286.0,1174396560000.0,862680390000.0
022.1,022.1,022.1,"Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch, tự do chuyển nhượng",,1.150.014.570.000,838.298.400.000,,,1150014570000.0,838298400000.0
022.2,022.2,022.2,"Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch, hạn chế chuyển nhượng",,24.381.000.000,24.381.000.000,,,24381000000.0,24381000000.0
022.4,022.4,022.4,"Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch, phong tỏa, tạm giữ",,990.000,990.000,,,990000.0,990000.0
023,023,023,Tài sản tài chính chờ về của Nhà đầu tư,28.7,598.838.030.000,947.743.718.700,,287.0,598838030000.0,947743718700.0
024b,024b,024b,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư,28.8,10.760.540.000,13.436.620.000,,288.0,10760540000.0,13436620000.0
025,025,025,Tài sản tài chính được hưởng quyền của Nhà đầu tư,28.9,455.522.080.000,203.534.390.000,,289.0,455522080000.0,203534390000.0
026,026,026,Tiền gửi của khách hàng,,4.941.400.793.936,5.274.737.029.714,,,4941400793936.0,5274737029714.0
027,027,027,Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,28.10,4.636.518.614.794,4.642.998.819.420,,2810.0,4636518614794.0,4642998819420.0
027.1,027.1,027.1,Tiền gửi ký quỹ của Nhà đầu tư tại VSD,28.10,282.505.300.828,523.311.148.651,,2810.0,282505300828.0,523311148651.0
028,028,028,Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,28.10,11.079.681.180,9.364.816.809,,2810.0,11079681180.0,9364816809.0
030,030,030,Tiền gửi của Tổ chức phát hành chứng khoán,28.11,11.297.197.134,99.062.244.834,,2811.0,11297197134.0,99062244834.0
031,031,031,Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,28.12,4.919.023.915.622,5.166.309.968.071,,2812.0,4919023915622.0,5166309968071.0
031.1,031.1,031.1,Phải trả Nhà đầu tư trong nước về tiến gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,4.712.758.821.651,4.304.562.383.964,,,4712758821651.0,4304562383964.0
031.2,031.2,031.2,Phải trả Nhà đầu tư nước ngoài về tiến gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,206.265.093.971,861.747.584.107,,,206265093971.0,861747584107.0
