row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Income recorded directly to owners' equity,Income recorded directly to owners' equity,Income recorded directly to owners' equity,"3,206,203,000","4,613,055,734",,
- Income from revaluation of AFS financial assets and reclassification on selling,- Income from revaluation of AFS financial assets and reclassification on selling,- Income from revaluation of AFS financial assets and reclassification on selling,-,"2,493,352,734",,
- Other income recorded directly to owners' equity,- Other income recorded directly to owners' equity,- Other income recorded directly to owners' equity,"3,206,203,000","2,119,703,000",,
Expense recorded directly to owners' equity,Expense recorded directly to owners' equity,Expense recorded directly to owners' equity,"(2,737,499,969)","(2,425,333,335)",,
- Other loss recorded directly to owners' equity,- Other loss recorded directly to owners' equity,- Other loss recorded directly to owners' equity,"(2,737,499,969)","(2,425,333,335)",,
Total,Total,Total,"468,703,031","2,187,722,399",,
