row_label_raw,row_label_full,Parties,Transaction,Receivables/(Payables),Receivables/(Payables)_1,Receivables/(Payables)_2,Receivables/(Payables)_3,Revenue/(Expenses),numeric__Transaction,numeric__Receivables/(Payables),numeric__Receivables/(Payables)_1,numeric__Receivables/(Payables)_2,numeric__Receivables/(Payables)_3,numeric__Revenue/(Expenses)
Parties,Parties,Parties,Transaction,01 January 2024,Increase,Decrease,31 December 2024,Revenue/(Expenses),,,,,,
SSI Investment Member Fund,SSI Investment Member Fund,SSI Investment Member Fund,Capital contribution,"404,000,000,000",-,-,"404,000,000,000",-,,,,,,
Vietnam Digitalization and Healthcare Fund,Vietnam Digitalization and Healthcare Fund,Vietnam Digitalization and Healthcare Fund,Capital contribution,"10,000,000,000",-,-,"10,000,000,000",-,,,,,,
SSI Digital Technology Joint Stock Company,SSI Digital Technology Joint Stock Company,SSI Digital Technology Joint Stock Company,Purchases of goods and services,-,"(15,853,619,271)","15,853,619,271",-,-,,,,,,
SSI Digital Technology Joint Stock Company,SSI Digital Technology Joint Stock Company,SSI Digital Technology Joint Stock Company,Other receivables,-,"721,719,494","(721,719,494)",-,-,,,,,,
"SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)",Capital contribution,"75,000,000,000",-,-,"75,000,000,000",-,,,,,,
"SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)",Revenue from securities transaction and other securities services,"42,033,850","3,230,684,198","(3,131,315,694)","141,402,354","3,184,257,057",,,,,,
"SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)",Balance of trusted portfolio,"546,913,805,695","6,325,528,858,812","(6,322,369,086,500)","550,073,578,007",-,,,,,,
"SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)",Portfolio management expense,"(14,048,483,014)","(15,871,486,870)","27,239,476,149","(2,680,493,735)","(15,871,486,870)",,,,,,
"SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)",Sales of securities,-,"90,067,500,000","(90,067,500,000)",-,"67,500,000",,,,,,
"SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)",Other receivables,-,"89,000,000","(89,000,000)",-,-,,,,,,
"SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)",Transaction fee payables,-,"(249,498,470)","249,498,470",-,"(249,498,470)",,,,,,
"SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)","SSI Asset Management Co., Ltd (SSIAM)",Other payables,"(469,480,044)","(9,675,183,873)","10,144,663,917",-,"(9,129,569,674)",,,,,,
"NDH Investment Co., Ltd and its subsidiary","NDH Investment Co., Ltd and its subsidiary","NDH Investment Co., Ltd and its subsidiary",Revenue from securities transaction and other securities services,-,"2,049,721,444","(2,049,721,444)",-,"2,049,721,444",,,,,,
"NDH Investment Co., Ltd and its subsidiary","NDH Investment Co., Ltd and its subsidiary","NDH Investment Co., Ltd and its subsidiary",Sales of securities,-,"4,011,629,186,838","(4,011,629,186,838)",-,"9,141,729,658",,,,,,
"NDH Investment Co., Ltd and its subsidiary","NDH Investment Co., Ltd and its subsidiary","NDH Investment Co., Ltd and its subsidiary",Purchases of securities,-,"(5,376,391,840,000)","5,376,391,840,000",-,-,,,,,,
"NDH Investment Co., Ltd and its subsidiary","NDH Investment Co., Ltd and its subsidiary","NDH Investment Co., Ltd and its subsidiary",SSI dividends,-,"(126,237,688,000)","126,237,688,000",-,-,,,,,,
