row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,2.544.580.299.782,3.450.551.373.024,,,2544580299782.0,3450551373024.0
210,210,210,I. Tài sản tài chính dài hạn,,1.818.402.144.785,3.051.844.459.522,,,1818402144785.0,3051844459522.0
212,212,212,1. Các khoản đầu tư dài hạn,11,1.818.402.144.785,3.051.844.459.522,,11.0,1818402144785.0,3051844459522.0
212.1,212.1,212.1,1.1. Các khoản đầu tư nằm giữ đến ngày đảo hạn,,938.116.263.256,2.171.558.577.993,,,938116263256.0,2171558577993.0
212.2,212.2,212.2,1.2. Đầu tư vào công ty con,,479.000.000.000,479.000.000.000,,,479000000000.0,479000000000.0
212.3,212.3,212.3,"1.3. Đầu tư vào công ty liên doanh, liên kết",,401.285.881.529,401.285.881.529,,,401285881529.0,401285881529.0
220,220,220,II. Tài sản cố định,,228.282.675.478,266.294.465.737,,,228282675478.0,266294465737.0
221,221,221,1. Tài sản cố định hữu hình,12,120.166.025.507,174.402.240.035,,12.0,120166025507.0,174402240035.0
222,222,222,1.1. Nguyễn giá,,408.478.777.071,409.079.508.326,,,408478777071.0,409079508326.0
223a,223a,223a,1.2. Giá trị hao mòn lũy kế,,(288.312.751.564),(234.677.268.291),,,-288312751564.0,-234677268291.0
227,227,227,2. Tài sản cố định vô hình,13,108.116.649.971,91.892.225.702,,13.0,108116649971.0,91892225702.0
228,228,228,2.1. Nguyễn giá,,300.880.788.536,243.279.842.117,,,300880788536.0,243279842117.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(192.764.138.565),(151.387.616.415),,,-192764138565.0,-151387616415.0
240,240,240,III. Chi phí xây dựng cơ bản dở dang,14,397.493.555.738,26.152.274.558,,14.0,397493555738.0,26152274558.0
250,250,250,IV. Tài sản dài hạn khác,,100.401.923.781,106.260.173.207,,,100401923781.0,106260173207.0
251,251,251,"1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",15,31.190.273.582,33.536.794.628,,15.0,31190273582.0,33536794628.0
252,252,252,2. Chi phí trả trước dài hạn,16,20.708.362.295,28.843.943.369,,16.0,20708362295.0,28843943369.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,17,13.503.287.904,8.879.435.210,,17.0,13503287904.0,8879435210.0
254,254,254,4. Tiền nộp Quỹ Hồ trợ thanh toán,18,20.000.000.000,20.000.000.000,,18.0,20000000000.0,20000000000.0
255,255,255,5. Tài sản dài hạn khác,,15.000.000.000,15.000.000.000,,,15000000000.0,15000000000.0
270,270,270,TỔNG CỘNG TÀI SẢN,,72.538.736.702.249,68.519.452.544.897,,,72538736702249.0,68519452544897.0
