row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÂN HẠN,,69.994.156.402.467,65.068.901.171.873,,,69994156402467.0,65068901171873.0
110,110,110,I. Tài sản tài chính,,69.879.579.664.831,64.976.325.568.378,,,69879579664831.0,64976325568378.0
111,111,111,1. Tiền và các khoản tương đương tiền 1.1. Tiến,5,182.443.705.328,455.799.610.357,,5.0,182443705328.0,455799610357.0
111.1,111.1,111.1,2. Các tài sản tài chính ghi nhận thống qua lãi/lỗ (FVTPL),7.1,182.443.705.328,455.799.610.357,,71.0,182443705328.0,455799610357.0
112,112,112,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,42.087.658.651.883,43.732.121.928.160,,73.0,42087658651883.0,43732121928160.0
113,113,113,4. Các khoản cho vay,7.4,3.790.316.165.686,4.877.808.937.021,,74.0,3790316165686.0,4877808937021.0
114,114,114,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,21.998.601.885.375,15.134.065.013.420,,72.0,21998601885375.0,15134065013420.0
115,115,115,6. Dự phòng suy giảm giả trị các tài sản tài chính và tài sản thể chấp,8,446.303.182.222,415.753.839.520,,8.0,446303182222.0,415753839520.0
116,116,116,7. Các khoản phải thu,9,(55.101.823.874),(32.695.438.612),,9.0,-55101823874.0,-32695438612.0
117,117,117,7.1. Phải thu bán các tài sản tài chính,9,798.760.029.557,584.439.040.304,,9.0,798760029557.0,584439040304.0
117.1,117.1,117.1,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",9,507.766.978.808,267.997.744.808,,9.0,507766978808.0,267997744808.0
117.2,117.2,117.2,"7.2.1. Dự thu cổ tức, tiến lãi chưa đến ngày nhận",9,290.993.050.749,316.441.295.496,,9.0,290993050749.0,316441295496.0
117.4,117.4,117.4,8. Trả trước cho người bán,9,290.993.050.749,316.441.295.496,,9.0,290993050749.0,316441295496.0
118,118,118,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,830.656.988.493,30.488.015.683,,9.0,830656988493.0,30488015683.0
119,119,119,10. Các khoản phải thu khác,9,14.825.982.317,6.253.094.642,,9.0,14825982317.0,6253094642.0
122,122,122,11. Dự phòng suy giảm giả trị các khoản phải thu,9,16.986.334.652,4.162.964.691,,9.0,16986334652.0,4162964691.0
129,129,129,II. Tài sản ngắn hạn khác,10,(231.871.436.808),(231.871.436.808),,10.0,-231871436808.0,-231871436808.0
130,130,130,1. Tạm ứng,,114.576.737.636,92.575.603.495,,,114576737636.0,92575603495.0
131,131,131,"2. Vật tư văn phòng, công cụ, dụng cụ",,20.026.105.542,17.503.586.964,,,20026105542.0,17503586964.0
132,132,132,3. Chi phí trả trước ngắn hạn,,595.758.695,1.451.468.687,,,595758695.0,1451468687.0
133,133,133,"4. Cảm cổ, thể chấp, ký quỹ, ký cược ngắn hạn",,52.118.867.165,61.093.685.276,,,52118867165.0,61093685276.0
134,134,134,5. Tài sản ngắn hạn khác,,158.400.000,133.400.000,,,158400000.0,133400000.0
137,137,137,,,41.677.606.234,12.393.462.568,,,41677606234.0,12393462568.0
