row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán,Giá trị hợp lý,Số dư chênh lệch đánh giá lại cuối năm,Số dư chênh lệch đánh giá lại đầu năm,Đơn vị tính. VND Chênh lệch thuần điều chỉnh số kế toán trong năm,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch đánh giá lại cuối năm,numeric__Số dư chênh lệch đánh giá lại đầu năm,numeric__Đơn vị tính. VND Chênh lệch thuần điều chỉnh số kế toán trong năm
1,1,1,Loại FVTPL,42.283.859.980.424,42.087.658.651.883,(196.201.328.541),(105.829.499.518),(90.371.829.023),,42283859980424.0,42087658651883.0,-196201328541.0,-105829499518.0,-90371829023.0
1,1,1,Cổ phiếu và chứng khoán khác niêm yết VPB,1.368.632.430.067,1.362.727.463.664,(5.904.966.403),(7.978.867.973),2.073.901.570,,1368632430067.0,1362727463664.0,-5904966403.0,-7978867973.0,2073901570.0
1,1,1,Cổ phiếu và chứng khoán khác niêm yết VPB,824.439.412.840,810.610.982.400,(13.828.430.440),403.602.567,(14.232.033.007),,824439412840.0,810610982400.0,-13828430440.0,403602567.0,-14232033007.0
1,1,1,FPT,53.253.124.050,56.449.857.500,3.196.733.450,(2.969.402.950),6.166.136.400,,53253124050.0,56449857500.0,3196733450.0,-2969402950.0,6166136400.0
1,1,1,MWG,53.845.954.822,53.905.700.000,59.745.178,84.540.301,(24.795.123),,53845954822.0,53905700000.0,59745178.0,84540301.0,-24795123.0
1,1,1,HPG,49.303.194.457,48.783.651.150,(519.543.307),1.292.589.931,(1.812.133.238),,49303194457.0,48783651150.0,-519543307.0,1292589931.0,-1812133238.0
1,1,1,Cổ phiếu và chứng khoán niêm yết khác,387.790.743.898,392.977.272.614,5.186.528.716,(6.790.197.822),11.976.726.538,,387790743898.0,392977272614.0,5186528716.0,-6790197822.0,11976726538.0
2,2,2,Cổ phiếu niêm yết cho hoạt động phòng ngừa rủi ro của chứng quyền,968.809.795.708,994.496.681.450,25.686.885.742,(170.319.723),25.857.205.465,,968809795708.0,994496681450.0,25686885742.0,-170319723.0,25857205465.0
2,2,2,FPT,342.455.410.919,363.012.677.500,20.557.266.581,(782.843.848),21.340.110.429,,342455410919.0,363012677500.0,20557266581.0,-782843848.0,21340110429.0
2,2,2,HPG,119.676.905.690,118.415.783.850,(1.261.121.840),4.254.039.909,(5.515.161.749),,119676905690.0,118415783850.0,-1261121840.0,4254039909.0,-5515161749.0
2,2,2,MBB,128.052.299.746,131.098.881.300,3.046.581.554,33.275.212,3.013.306.342,,128052299746.0,131098881300.0,3046581554.0,33275212.0,3013306342.0
2,2,2,MWG,187.397.571.637,187.605.500.000,207.928.363,56.678.087,151.250.276,,187397571637.0,187605500000.0,207928363.0,56678087.0,151250276.0
2,2,2,Cổ phiếu khác,191.227.607.716,194.363.838.800,3.136.231.084,(3.731.469.083),6.867.700.167,,191227607716.0,194363838800.0,3136231084.0,-3731469083.0,6867700167.0
3,3,3,Cổ phiếu và chứng chỉ quỹ chưa niêm yết,69.344.160.610,49.487.282.681,(19.856.877.929),(12.140.974.855),(7.715.903.074),,69344160610.0,49487282681.0,-19856877929.0,-12140974855.0,-7715903074.0
4,4,4,Trái phiếu niêm yết,6.129.049.191.192,5.932.922.821.241,(196.126.369.951),(85.539.336.967),(110.587.032.984),,6129049191192.0,5932922821241.0,-196126369951.0,-85539336967.0,-110587032984.0
5,5,5,Trái phiếu chưa niêm yết,9.016.312.175.799,9.016.312.175.799,,,,,9016312175799.0,9016312175799.0,,,
6,6,6,Chứng chỉ tiền gửi,24.731.712.227.048,24.731.712.227.048,,,,,24731712227048.0,24731712227048.0,,,
