row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Unrestricted and non-traded financial assets deposited at VSD,Unrestricted and non-traded financial assets deposited at VSD,Unrestricted and non-traded financial assets deposited at VSD,"524,880,220,000","12,547,260,000",,
Restricted and non-traded financial assets deposited at VSD,Restricted and non-traded financial assets deposited at VSD,Restricted and non-traded financial assets deposited at VSD,"1,000,000,000","1,000,000,000",,
Total,Total,Total,"525,880,220,000","13,547,260,000",,
