row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
Interest payable for borrowings,Interest payable for borrowings,Interest payable for borrowings,"55,602,410,419","48,740,566,290",,
Portfolio management fee payable to SSIAM,Portfolio management fee payable to SSIAM,Portfolio management fee payable to SSIAM,"2,680,493,735","14,517,963,058",,
Interest payable for deposit management contracts,Interest payable for deposit management contracts,Interest payable for deposit management contracts,-,"6,860,895,433",,
Services fee,Services fee,Services fee,"518,130,000","577,800,000",,
Commission payable to counter parties,Commission payable to counter parties,Commission payable to counter parties,"7,904,462,846","4,857,897,310",,
Others,Others,Others,"3,188,989,753","5,895,606,548",,
Total,Total,Total,"69,894,486,753","81,450,728,639",,
