row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
Deposits for securities underwriting and issuance agency services,Deposits for securities underwriting and issuance agency services,Deposits for securities underwriting and issuance agency services,"122,465,000","94,987,313,000",,
"Deposits for principal, interest and dividend payments of securities issuers","Deposits for principal, interest and dividend payments of securities issuers","Deposits for principal, interest and dividend payments of securities issuers","11,174,732,134","4,074,931,834",,
Total,Total,Total,"11,297,197,134","99,062,244,834",,
