row_label_raw,row_label_full,Parties,Transaction,Receivables/(Payables),Receivables/(Payables)_1,Receivables/(Payables)_2,Receivables/(Payables)_3,Currency: VND Revenue/ (Expenses),numeric__Transaction,numeric__Receivables/(Payables),numeric__Receivables/(Payables)_1,numeric__Receivables/(Payables)_2,numeric__Receivables/(Payables)_3,numeric__Currency: VND Revenue/ (Expenses)
Parties,Parties,Parties,Transaction,01 January 2024,Increase,Decrease,31 December 2024,Currency: VND Revenue/ (Expenses),,,,,,
"Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.",Office rental deposit,"10,000,000","681,524,000",-,"691,524,000",-,,,,,,
"Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.",Office rental expenses and other services,-,"(2,768,143,079)","2,736,876,116","(31,266,963)","(2,768,143,079)",,,,,,
"Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.",Deposit management contracts and other,"(17,512,000,000)",-,"17,512,000,000",-,-,,,,,,
"Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.",Interest payables for deposit management contracts and other,"(59,540,800)","(163,737,200)","223,278,000",-,"(163,737,200)",,,,,,
"Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.","Saigon Dan Linh Real Estate Co., Ltd.",SSI dividends,-,"(58,901,068,000)","58,901,068,000",-,-,,,,,,
Members of Board of Directors and the Management and other related persons,Members of Board of Directors and the Management and other related persons,Members of Board of Directors and the Management and other related persons,Revenue from securities transaction and other securities services,-,"2,309,561,928","(2,309,561,928)",-,"2,309,380,416",,,,,,
Members of Board of Directors and the Management and other related persons,Members of Board of Directors and the Management and other related persons,Members of Board of Directors and the Management and other related persons,SSI dividends,-,"(29,672,224,000)","29,672,224,000",-,-,,,,,,
Members of Board of Directors and the Management and other related persons,Members of Board of Directors and the Management and other related persons,Members of Board of Directors and the Management and other related persons,Other transactions,"(37,784,331,739)","(16,579,943,317)","54,364,275,056",-,"(204,807,705)",,,,,,
