row_label_raw,row_label_full,col_0,Giá trịphải thu khó đốicuối năm,Số dự phòngđầu năm,Số trích lậptrong năm,Số hoàn nhậptrong năm,Số dự phòngcuối năm,Đơn vị tính: VNDGiá trịphải thu khó đốidầu năm,numeric__Giá trịphải thu khó đốicuối năm,numeric__Số dự phòngđầu năm,numeric__Số trích lậptrong năm,numeric__Số hoàn nhậptrong năm,numeric__Số dự phòngcuối năm,numeric__Đơn vị tính: VNDGiá trịphải thu khó đốidầu năm
Dự phòng phải thu bán cáctài sản tài chính khó đối,Dự phòng phải thu bán cáctài sản tài chính khó đối,Dự phòng phải thu bán cáctài sản tài chính khó đối,231.621.436.808,231.621.436.808,-,-,231.621.436.808,231.621.436.808,231621436808.0,231621436808.0,,,231621436808.0,231621436808.0
- Công ty TNHH TMXDPhúc Bảo Minh,- Công ty TNHH TMXDPhúc Bảo Minh,- Công ty TNHH TMXDPhúc Bảo Minh,231.621.436.808,231.621.436.808,-,-,231.621.436.808,231.621.436.808,231621436808.0,231621436808.0,,,231621436808.0,231621436808.0
Phải thu các dịch vụ công tychứng khoán cung cấp khó đối,Phải thu các dịch vụ công tychứng khoán cung cấp khó đối,Phải thu các dịch vụ công tychứng khoán cung cấp khó đối,250.000.000,250.000.000,-,-,250.000.000,250.000.000,250000000.0,250000000.0,,,250000000.0,250000000.0
- Công ty Cổ Phấn Bệnh việnHửu Nghị Đa Khoa Nghệ An,- Công ty Cổ Phấn Bệnh việnHửu Nghị Đa Khoa Nghệ An,- Công ty Cổ Phấn Bệnh việnHửu Nghị Đa Khoa Nghệ An,10.000.000,10.000.000,-,-,10.000.000,10.000.000,10000000.0,10000000.0,,,10000000.0,10000000.0
- Công ty Cổ phần Tập đoànDabaco Việt Nam (DBC),- Công ty Cổ phần Tập đoànDabaco Việt Nam (DBC),- Công ty Cổ phần Tập đoànDabaco Việt Nam (DBC),240.000.000,240.000.000,-,-,240.000.000,240.000.000,240000000.0,240000000.0,,,240000000.0,240000000.0
Tổng cộng,Tổng cộng,Tổng cộng,231.871.436.808,231.871.436.808,-,-,231.871.436.808,231.871.436.808,231871436808.0,231871436808.0,,,231871436808.0,231871436808.0
