row_label_raw,row_label_full,Code,ITEMS,Notes,Ending balance,Beginning balance,numeric__ITEMS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
200,200,200,B. NON-CURRENT ASSETS,,"2,544,580,299,782","3,450,551,373,024",,,,
210,210,210,I. Long-term financial assets,,"1,818,402,144,785","3,051,844,459,522",,,,
212,210 > 212,212,1. Long-term investments,11,"1,818,402,144,785","3,051,844,459,522",,11.0,,
212.1,212.1,212.1,,,"938,116,263,256","2,171,558,577,993",,,,
212.2,212.2,212.2,,,"479,000,000,000","479,000,000,000",,,,
212.3,212.3,212.3,,,,,,,,
,,,,,"401,285,881,529","401,285,881,529",,,,
220,220,220,II. Fixed assets,,"228,282,675,478","266,294,465,737",,,,
221,220 > 221,221,1. Tangibles fixed assets,12,"120,166,025,507","174,402,240,035",,12.0,,
222,222,222,,,"408,478,777,071","409,079,508,326",,,,
223a,223a,223a,,,"(288,312,751,564)","(234,677,268,291)",,,,
227,223a > 227,227,2. Intangible fixed assets,13,"108,116,649,971","91,892,225,702",,13.0,,
228,228,228,,,"300,880,788,536","243,279,842,117",,,,
229a,229a,229a,,,"(192,764,138,565)","(151,387,616,415)",,,,
240,229a > 240,240,III. Construction in progress,14,"397,493,555,738","26,152,274,558",,14.0,,
250,250,250,IV. Other long-term assets,,"100,401,923,781","106,260,173,207",,,,
251,250 > 251,251,"1. Long-term deposits, collaterals and pledges",15,"31,190,273,582","33,536,794,628",,15.0,,
252,250 > 252,252,2. Long-term prepaid expenses,16,"20,708,362,295","28,843,943,369",,16.0,,
253,250 > 253,253,3. Deferred income tax assets,17,"13,503,287,904","8,879,435,210",,17.0,,
254,250 > 254,254,4. Payment for Settlement Assistance Fund,18,"20,000,000,000","20,000,000,000",,18.0,,
255,255,255,5. Other long-term assets,,"15,000,000,000","15,000,000,000",,,,
270,270,270,TOTAL ASSETS,,"72,538,736,702,249","68,519,452,544,897",,,,
