row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
Provision for impairment of loans,Provision for impairment of loans,Provision for impairment of loans,"113,044,808","441,092,012",,
Provision for impairment of AFS financial assets,Provision for impairment of AFS financial assets,Provision for impairment of AFS financial assets,"54,988,779,066","32,254,346,600",,
Total,Total,Total,"55,101,823,874","32,695,438,612",,
