row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Expenses for portfolio management,Expenses for portfolio management,Expenses for portfolio management,"15,871,486,870","27,503,112,960",,
Other expenses,Other expenses,Other expenses,"153,166,654,305","34,819,621,078",,
Total,Total,Total,"169,038,141,175","62,322,734,038",,
