row_label_raw,row_label_full,col_0,Overdue (includedprovisioned balance),On demand,Less than 1 year,1 – 5 years,Over 5 years,Total,numeric__Overdue (includedprovisioned balance),numeric__On demand,numeric__Less than 1 year,numeric__1 – 5 years,numeric__Over 5 years,numeric__Total
31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,,,,,,
ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,,,,,,
Cash,Cash,Cash,-,"182,443,705,328",-,-,-,"182,443,705,328",,,,,,
Financial assets,Financial assets,Financial assets,"119,538,853","42,717,245,729,160","25,605,514,617,153","323,581,505,502","1,494,820,639,283","70,141,282,029,951",,,,,,
FVTPL financial assets,FVTPL financial assets,FVTPL financial assets,-,"42,087,658,651,883",-,-,-,"42,087,658,651,883",,,,,,
HTM investments,HTM investments,HTM investments,-,-,"3,790,316,165,686","323,581,505,502","614,534,757,754","4,728,432,428,942",,,,,,
Loans (excluding provision),Loans (excluding provision),Loans (excluding provision),"119,538,853","183,283,895,055","21,815,198,451,467",-,-,"21,998,601,885,375",,,,,,
Available-for-sale financial assets,Available-for-sale financial assets,Available-for-sale financial assets,-,"446,303,182,222",-,-,-,"446,303,182,222",,,,,,
Long-term investments,Long-term investments,Long-term investments,-,-,-,-,"880,285,881,529","880,285,881,529",,,,,,
Other assets,Other assets,Other assets,"232,790,751,876","724,779,738,703","1,650,000,000","625,776,231,216",-,"1,584,996,721,795",,,,,,
Deposit collaterals and pledges,Deposit collaterals and pledges,Deposit collaterals and pledges,-,"31,348,673,582",-,-,-,"31,348,673,582",,,,,,
Other receivables (excluding provision),Other receivables (excluding provision),Other receivables (excluding provision),"232,790,751,876","596,131,594,650","1,650,000,000",-,-,"830,572,346,526",,,,,,
Other assets,Other assets,Other assets,-,"97,299,470,471",-,-,-,"97,299,470,471",,,,,,
Fixed assets (including construction inprogress),Fixed assets (including construction inprogress),Fixed assets (including construction inprogress),-,-,-,"625,776,231,216",-,"625,776,231,216",,,,,,
Total,Total,Total,"232,910,290,729","43,624,469,173,191","25,607,164,617,153","949,357,736,718","1,494,820,639,283","71,908,722,457,074",,,,,,
LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,,,,,,
Short-term borrowings,Short-term borrowings,Short-term borrowings,-,"2,490,984,699,137","43,010,985,000,000",-,-,"45,501,969,699,137",,,,,,
Payables for securities transaction activities,Payables for securities transaction activities,Payables for securities transaction activities,-,"26,172,361,106","201,664,143,000","47,130,000",-,"227,883,634,106",,,,,,
Accrued expenses,Accrued expenses,Accrued expenses,-,"14,292,076,334","55,602,410,419",-,-,"69,894,486,753",,,,,,
Statutory obligation,Statutory obligation,Statutory obligation,-,"189,810,282,076",-,-,-,"189,810,282,076",,,,,,
Other liabilities,Other liabilities,Other liabilities,-,"542,562,215,757",-,-,-,"542,562,215,757",,,,,,
Total,Total,Total,-,"3,263,821,634,410","43,268,251,553,419","47,130,000",-,"46,532,120,317,829",,,,,,
Net liquidity difference,Net liquidity difference,Net liquidity difference,"232,910,290,729","40,360,647,538,781","(17,661,086,936,266)","949,310,606,718","1,494,820,639,283","25,376,602,139,245",,,,,,
