row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
PetroVietnam - SSG Real Estate Joint Stock Company,PetroVietnam - SSG Real Estate Joint Stock Company,PetroVietnam - SSG Real Estate Joint Stock Company,"74,426,000,000",-,,
HPT Vietnam Corporation,HPT Vietnam Corporation,HPT Vietnam Corporation,"4,181,245,706",-,,
Payable for stock purchase,Payable for stock purchase,Payable for stock purchase,"1,423,129,000","830,182,547,000",,
Other payables,Other payables,Other payables,"17,570,343,740","26,328,909,466",,
Total,Total,Total,"97,600,718,446","856,511,456,466",,
