row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tam ứng,Tam ứng,Tam ứng,20.026.105.542,17.503.586.964,20026105542.0,17503586964.0
"Vật tư văn phòng, công cụ, dụng cụ","Vật tư văn phòng, công cụ, dụng cụ","Vật tư văn phòng, công cụ, dụng cụ",595.758.695,1.451.468.687,595758695.0,1451468687.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,52.118.867.165,61.093.685.276,52118867165.0,61093685276.0
"- Chi phí trả trước mua công cụ,vật liệu văn phòng","- Chi phí trả trước mua công cụ,vật liệu văn phòng","- Chi phí trả trước mua công cụ,vật liệu văn phòng",89.206.752,1.125.098.215,89206752.0,1125098215.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,52.029.660.413,59.968.587.061,52029660413.0,59968587061.0
"Cảm cổ, thể chấp, ký quỹ, ký cược ngắn hạn","Cảm cổ, thể chấp, ký quỹ, ký cược ngắn hạn","Cảm cổ, thể chấp, ký quỹ, ký cược ngắn hạn",158.400.000,133.400.000,158400000.0,133400000.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,41.677.606.234,12.393.462.568,41677606234.0,12393462568.0
- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,- Tiền gửi ký quỹ phải sinh của Công ty,40.692.735.334,11.420.466.668,40692735334.0,11420466668.0
- Khác,- Khác,- Khác,984.870.900,972.995.900,984870900.0,972995900.0
Tổng cộng,Tổng cộng,Tổng cộng,114.576.737.636,92.575.603.495,114576737636.0,92575603495.0
