row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Other incomes,Other incomes,Other incomes,Other incomes,Other incomes,,
- Gain from disposal of assets,- Gain from disposal of assets,- Gain from disposal of assets,"42,508,969","291,679,175",,
- Other incomes,- Other incomes,- Other incomes,"2,294,022,554","1,985,150,684",,
Total other incomes,Total other incomes,Total other incomes,"2,336,531,523","2,276,829,859",,
Other expenses,Other expenses,Other expenses,Other expenses,Other expenses,,
Loss from disposal of fixed assets,Loss from disposal of fixed assets,Loss from disposal of fixed assets,"(665,923,164)","(60,808,105)",,
Other expenses,Other expenses,Other expenses,"(1,965,192,215)","(531,367,311)",,
Total other expenses,Total other expenses,Total other expenses,"(2,631,115,379)","(592,175,416)",,
Total,Total,Total,"(294,583,856)","1,684,654,443",,
