row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán,Giá trị hợp lý,Số dư chênh lệch đánh giá lại cuối năm,Số dư chênh lệch đánh giá lại đầu năm,Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch đánh giá lại cuối năm,numeric__Số dư chênh lệch đánh giá lại đầu năm,numeric__Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm
II,II,II,Loại AFS,451.044.473.608,446.303.182.222,(4.741.291.386),(4.741.291.386),-,,451044473608.0,446303182222.0,-4741291386.0,-4741291386.0,
1,1,1,Cổ phiếu chưa niêm yết,342.764.891.142,338.023.599.756,(4.741.291.386),(4.741.291.386),-,,342764891142.0,338023599756.0,-4741291386.0,-4741291386.0,
2,2,2,Trải phiếu chưa niêm yết,108.279.582.466,108.279.582.466,-,-,-,,108279582466.0,108279582466.0,,,
,,,Tổng cộng,42.734.904.454.032,42.533.961.834.105,(200.942.619.927),(110.570.790.904),(90.371.829.023),,42734904454032.0,42533961834105.0,-200942619927.0,-110570790904.0,-90371829023.0
