row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Cổ phiếu quỹ,Chênh lệch đánh giá lại tài sản theo giá trí hợp lý,Quỹ dư trữ bổ sung vốn điều lệ,Lợi nhuận chưa phân phối,Tổng cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Chênh lệch đánh giá lại tài sản theo giá trí hợp lý,numeric__Quỹ dư trữ bổ sung vốn điều lệ,numeric__Lợi nhuận chưa phân phối,numeric__Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,15.011.301.370.000,3.299.208.472.644,(19.115.006.409),(3.793.033.106),58.252.419.507,4.238.605.402.631,22.584.459.625.267,15011301370000.0,3299208472644.0,-19115006409.0,-3793033106.0,58252419507.0,4238605402631.0,22584459625267.0
Phát hành cổ phiếu tăng vốn theo chương trình lựa chọn cho người lao động theo Nghị quyết số 01/2023/NQ-ĐHDCĐ ngày25 tháng 4 năm 2023 của Đại hội đồng cổ đông,Phát hành cổ phiếu tăng vốn theo chương trình lựa chọn cho người lao động theo Nghị quyết số 01/2023/NQ-ĐHDCĐ ngày25 tháng 4 năm 2023 của Đại hội đồng cổ đông,Phát hành cổ phiếu tăng vốn theo chương trình lựa chọn cho người lao động theo Nghị quyết số 01/2023/NQ-ĐHDCĐ ngày25 tháng 4 năm 2023 của Đại hội đồng cổ đông,100.000.000.000,-,-,-,-,-,100.000.000.000,100000000000.0,,,,,,100000000000.0
"Trích lập quỹ phúc lợi (2%LNST), quỹ khen thưởng (5%LNST) theo NQ số 01/2024/NQ-ĐHDCĐ ngày 25/4/2024","Trích lập quỹ phúc lợi (2%LNST), quỹ khen thưởng (5%LNST) theo NQ số 01/2024/NQ-ĐHDCĐ ngày 25/4/2024","Trích lập quỹ phúc lợi (2%LNST), quỹ khen thưởng (5%LNST) theo NQ số 01/2024/NQ-ĐHDCĐ ngày 25/4/2024",-,-,-,-,-,(152.662.804.998),(152.662.804.998),,,,,,-152662804998.0,-152662804998.0
Trích cổ tức SSI 2023 cho cổ đông SSI theo NQ số 01/2024/NQ-ĐHDCĐ ngày 25/04/2024 và NQ số 15/2024/NQ-HDQT ngày 04/09/2024,Trích cổ tức SSI 2023 cho cổ đông SSI theo NQ số 01/2024/NQ-ĐHDCĐ ngày 25/04/2024 và NQ số 15/2024/NQ-HDQT ngày 04/09/2024,Trích cổ tức SSI 2023 cho cổ đông SSI theo NQ số 01/2024/NQ-ĐHDCĐ ngày 25/04/2024 và NQ số 15/2024/NQ-HDQT ngày 04/09/2024,-,-,-,-,-,(1.509.138.669.000),(1.509.138.669.000),,,,,,-1509138669000.0,-1509138669000.0
Phát hành cổ phiếu đề tăng vốn cổ phần từ nguồn vốn chủ sở hữu và chào bán cổ phiếu ra công chúng theo Nghị quyết số 01/2024/NQ-ĐHDCĐ ngày25/04/2024 và Nghị quyết số 15/2024/NQ-HDQT ngày,Phát hành cổ phiếu đề tăng vốn cổ phần từ nguồn vốn chủ sở hữu và chào bán cổ phiếu ra công chúng theo Nghị quyết số 01/2024/NQ-ĐHDCĐ ngày25/04/2024 và Nghị quyết số 15/2024/NQ-HDQT ngày,Phát hành cổ phiếu đề tăng vốn cổ phần từ nguồn vốn chủ sở hữu và chào bán cổ phiếu ra công chúng theo Nghị quyết số 01/2024/NQ-ĐHDCĐ ngày25/04/2024 và Nghị quyết số 15/2024/NQ-HDQT ngày,4.527.337.810.000,(2.205.377.385.493),-,-,(58.252.419.507),-,2.263.708.005.000,4527337810000.0,-2205377385493.0,,,-58252419507.0,,2263708005000.0
Chi phí dịch vụ phát hành,Chi phí dịch vụ phát hành,Chi phí dịch vụ phát hành,-,(290.166.634),-,-,-,-,(290.166.634),,-290166634.0,,,,,-290166634.0
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,-,-,-,-,-,2.680.437.253.431,2.680.437.253.431,,,,,,2680437253431.0,2680437253431.0
Tăng khác,Tăng khác,Tăng khác,-,-,-,-,-,758.869.665,758.869.665,,,,,,758869665.0,758869665.0
Số cuối năm,Số cuối năm,Số cuối năm,19.638.639.180.000,1.093.540.920.517,(19.115.006.409),(3.793.033.106),-,5.258.000.051.729,25.967.272.112.731,19638639180000.0,1093540920517.0,-19115006409.0,-3793033106.0,,5258000051729.0,25967272112731.0
