row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I.DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,Lãi từ các tài sản tài chính ghi nhận thông qua lãilö (FVTPL),,3.966.694.509.872,3.121.960.067.805,,,3966694509872.0,3121960067805.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,29.1,1.403.726.028.577,1.079.799.162.898,,291.0,1403726028577.0,1079799162898.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,29.2,355.723.748.555,168.026.723.172,,292.0,355723748555.0,168026723172.0
01.3,01.3,01.3,"1.3. Cổ tức, tiến lãi phát sinh từ tài sản tài chính FVTPL",29.4,2.047.963.488.063,1.780.367.647.509,,294.0,2047963488063.0,1780367647509.0
01.4,01.4,01.4,1.4. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,29.3,159.281.244.677,93.766.534.226,,293.0,159281244677.0,93766534226.0
02,02,02,2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),29.4,323.745.415.049,471.376.677.174,,294.0,323745415049.0,471376677174.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,29.4,2.079.370.965.194,1.568.443.996.157,,294.0,2079370965194.0,1568443996157.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sàng để bán (AFS),29.4,5.855.498.234,6.001.639.582,,294.0,5855498234.0,6001639582.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,1.669.016.453.571,1.503.143.723.501,,,1669016453571.0,1503143723501.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,10.168.863.013,21.536.573.014,,,10168863013.0,21536573014.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,3.459.163.722,12.012.987.291,,,3459163722.0,12012987291.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,37.083.080.264,39.700.597.703,,,37083080264.0,39700597703.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,24.743.117.630,28.667.066.626,,,24743117630.0,28667066626.0
11,11,11,10. Thu nhập hoạt động khác,31,81.041.612.510,120.588.556.652,,31.0,81041612510.0,120588556652.0
20,20,20,Cộng doanh thu hoạt động,,8.201.178.679.059,6.893.431.885.505,,,8201178679059.0,6893431885505.0
,,,II.CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,1.444.863.513.137,640.517.893.180,,,1444863513137.0,640517893180.0
21.1,21.1,21.1,1.1. Lỗ bán các tài sản tài chính FVTPL,29.1,797.571.201.838,373.791.680.013,,291.0,797571201838.0,373791680013.0
21.2,21.2,21.2,1.2. Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,29.2,446.095.577.578,207.840.987.288,,292.0,446095577578.0,207840987288.0
21.3,21.3,21.3,1.3. Chi phí giao dịch mua các tài sản tài chính FVTPL,,9.579.780.732,3.543.936.319,,,9579780732.0,3543936319.0
21.4,21.4,21.4,1.4. Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,29.3,191.616.952.989,55.341.289.560,,293.0,191616952989.0,55341289560.0
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính sẵn sàng để bán (AFS) khi phân loại lại,,-,25.722.584.854,,,,25722584854.0
24,24,24,"3. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",30,34.736.394.527,8.537.006,,30.0,34736394527.0,8537006.0
26,26,26,4. Chi phí hoạt động tự doanh,34,169.038.141.175,62.322.734.038,,34.0,169038141175.0,62322734038.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,32,1.310.646.611.682,1.316.274.309.694,,32.0,1310646611682.0,1316274309694.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",32,9.539.948.546,9.919.666.680,,32.0,9539948546.0,9919666680.0
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,32,19.990.738.187,23.319.014.840,,32.0,19990738187.0,23319014840.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,32,41.393.115.080,44.821.941.973,,32.0,41393115080.0,44821941973.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,32,26.492.570.900,33.133.552.302,,32.0,26492570900.0,33133552302.0
32,32,32,10. Chi phí hoạt động khác,"32,33",75.238.918.530,163.767.479.151,,32.33,75238918530.0,163767479151.0
40,40,40,Cộng chi phí hoạt động,,3.131.939.951.764,2.319.807.713.718,,,3131939951764.0,2319807713718.0
