row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối năm > 994.906.208,Đơn vị tính: VND > Số đầu năm > 326.608.629,numeric__Số cuối năm > 994.906.208,numeric__Đơn vị tính: VND > Số đầu năm > 326.608.629
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,125.660.196.815,279.017.935.788,125660196815.0,279017935788.0
Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,56.213.163.174,58.426.339.576,56213163174.0,58426339576.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,6.942.015.879,9.686.213.180,6942015879.0,9686213180.0
Tổng cộng,Tổng cộng,Tổng cộng,189.810.282.076,347.457.097.173,189810282076.0,347457097173.0
