row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Số có khả năng trả nợ,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Số có khả năng trả nợ,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,2.557.012.169,2.557.012.169,401.180.131,401.180.131,2557012169.0,2557012169.0,401180131.0,401180131.0
- Công ty TNHH MTV Sân Golf Palm Sông Bé,- Công ty TNHH MTV Sân Golf Palm Sông Bé,- Công ty TNHH MTV Sân Golf Palm Sông Bé,891.868.684,891.868.684,162.734.274,162.734.274,891868684.0,891868684.0,162734274.0,162734274.0
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,-,-,37.548.200,37.548.200,,,37548200.0,37548200.0
- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,22.660.000,22.660.000,15.060.000,15.060.000,22660000.0,22660000.0,15060000.0,15060000.0
- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,108.239.114,108.239.114,185.837.657,185.837.657,108239114.0,108239114.0,185837657.0,185837657.0
- Công ty TNHH MTV Đầu Tư và Quản Lý Dự Án Bình Dương,- Công ty TNHH MTV Đầu Tư và Quản Lý Dự Án Bình Dương,- Công ty TNHH MTV Đầu Tư và Quản Lý Dự Án Bình Dương,1.534.244.371,1.534.244.371,-,-,1534244371.0,1534244371.0,,
Bên khác,Bên khác,Bên khác,338.636.182,338.636.182,536.457.136,536.457.136,338636182.0,338636182.0,536457136.0,536457136.0
- Công Ty TNHH Trường Ngọc Nga,- Công Ty TNHH Trường Ngọc Nga,- Công Ty TNHH Trường Ngọc Nga,-,-,276.929.999,276.929.999,,,276929999.0,276929999.0
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,338.636.182,338.636.182,259.527.137,259.527.137,338636182.0,338636182.0,259527137.0,259527137.0
,,,2.895.648.351,2.895.648.351,937.637.267,937.637.267,2895648351.0,2895648351.0,937637267.0,937637267.0
