row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,Tại ngày 31/12/2023,,,,
Vay và nợ,Tại ngày 31/12/2023 > Vay và nợ,Vay và nợ,390.000.000.000,45.500.000.000,-,435.500.000.000,390000000000.0,45500000000.0,,435500000000.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2023 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",713.637.237.403,56.666.666.667,-,770.303.904.070,713637237403.0,56666666667.0,,770303904070.0
Chi phí phải trả,Tại ngày 31/12/2023 > Chi phí phải trả,Chi phí phải trả,125.432.958.852,-,-,125.432.958.852,125432958852.0,,,125432958852.0
,,,1.229.070.196.255,102.166.666.667,-,1.331.236.862.922,1229070196255.0,102166666667.0,,1331236862922.0
Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,,,,
Vay và nợ,Tại ngày 01/01/2023 > Vay và nợ,Vay và nợ,25.000.000.000,-,-,25.000.000.000,25000000000.0,,,25000000000.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2023 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",533.895.559.508,56.666.666.667,-,590.562.226.175,533895559508.0,56666666667.0,,590562226175.0
Chi phí phải trả,Tại ngày 01/01/2023 > Chi phí phải trả,Chi phí phải trả,125.432.958.852,-,-,125.432.958.852,125432958852.0,,,125432958852.0
,,,684.328.518.360,56.666.666.667,-,740.995.185.027,684328518360.0,56666666667.0,,740995185027.0
