row_label_raw,row_label_full,col_0,Số phải thuđầu năm,Số phải nộp đàunăm,Số phải nộp trongnăm,Số đã thực nộp trongnăm,Số phải thucuối năm,Số phải nộpcuối năm,numeric__Số phải thuđầu năm,numeric__Số phải nộp đàunăm,numeric__Số phải nộp trongnăm,numeric__Số đã thực nộp trongnăm,numeric__Số phải thucuối năm,numeric__Số phải nộpcuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
- Thuế giá trị gia tăng,- Thuế giá trị gia tăng,- Thuế giá trị gia tăng,-,-,373.304.516,373.304.516,-,-,,,373304516.0,373304516.0,,
- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,17.729.895.143,-,-,-,17.729.895.143,-,17729895143.0,,,,17729895143.0,
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,523.083.705,2.224.680.549,2.037.921.125,-,709.843.129,,523083705.0,2224680549.0,2037921125.0,,709843129.0
- Thuế nhà đất và tiền thuê đất,- Thuế nhà đất và tiền thuê đất,- Thuế nhà đất và tiền thuê đất,267.727.149,-,7.700.898,7.700.898,267.727.149,-,267727149.0,,7700898.0,7700898.0,267727149.0,
- Các khoản phải nộp khác (*),- Các khoản phải nộp khác (*),- Các khoản phải nộp khác (*),346.936.149.582,-,1.063.621.692.781,716.685.543.199,-,-,346936149582.0,,1063621692781.0,716685543199.0,,
,,,364.933.771.874,523.083.705,1.066.227.378.744,719.104.469.738,17.997.622.292,709.843.129,364933771874.0,523083705.0,1066227378744.0,719104469738.0,17997622292.0,709843129.0
