row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2023,Năm 2022,numeric__Mối quan hệ,numeric__Năm 2023,numeric__Năm 2022
,,,Mối quan hệ,VND,VND,,,
Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,,,
Ông Nguyễn An Định,Thu nhập của người quản lý chủ chốt > Ông Nguyễn An Định,Ông Nguyễn An Định,Thành viên HĐQT Tổng Giám đốc,1.161.476.570,1.080.000.000,,1161476570.0,1080000000.0
Ông Lê Trọng Nghĩa,Thu nhập của người quản lý chủ chốt > Ông Lê Trọng Nghĩa,Ông Lê Trọng Nghĩa,Thành viên HĐQT Phó Tổng Giám đốc,945.476.570,840.000.000,,945476570.0,840000000.0
Ông Trần Hồng Khôi,Thu nhập của người quản lý chủ chốt > Ông Trần Hồng Khôi,Ông Trần Hồng Khôi,Thành viên HĐQT,321.476.570,-,,321476570.0,
Ông Trần Việt Anh,Thu nhập của người quản lý chủ chốt > Ông Trần Việt Anh,Ông Trần Việt Anh,Thành viên HĐQT,321.476.570,-,,321476570.0,
Ông Nguyễn Văn Thiền,Thu nhập của người quản lý chủ chốt > Ông Nguyễn Văn Thiền,Ông Nguyễn Văn Thiền,Thành viên HĐQT,321.476.570,-,,321476570.0,
Ông Mai Hữu Tín,Thu nhập của người quản lý chủ chốt > Ông Mai Hữu Tín,Ông Mai Hữu Tín,Thành viên HĐQT,321.476.570,-,,321476570.0,
Ông Võ Hồng Cường,Thu nhập của người quản lý chủ chốt > Ông Võ Hồng Cường,Ông Võ Hồng Cường,Thành viên HĐQT (đã miễn nhiệm),138.037.681,-,,138037681.0,
Ông Lê Văn Minh,Thu nhập của người quản lý chủ chốt > Ông Lê Văn Minh,Ông Lê Văn Minh,Thành viên BKS,309.483.150,-,,309483150.0,
Ông Nguyễn Ngọc Trường Long,Thu nhập của người quản lý chủ chốt > Ông Nguyễn Ngọc Trường Long,Ông Nguyễn Ngọc Trường Long,Thành viên BKS,259.148.504,-,,259148504.0,
Ông Cao Hoàng Đề,Thu nhập của người quản lý chủ chốt > Ông Cao Hoàng Đề,Ông Cao Hoàng Đề,Thành viên BKS,259.148.504,-,,259148504.0,
Bà Nguyễn Thị Kim Phượng,Thu nhập của người quản lý chủ chốt > Bà Nguyễn Thị Kim Phượng,Bà Nguyễn Thị Kim Phượng,Kế toán trưởng,488.400.000,608.400.000,,488400000.0,608400000.0
