row_label_raw,row_label_full,Các quy của Tóng cong ty,31/12/2023,01/01/2023,numeric__31/12/2023,numeric__01/01/2023
Các quy của Tóng cong ty,Các quy của Tóng cong ty,Các quy của Tóng cong ty,VND,VND,,
Quỹ đầu tư phát triển,Các quy của Tóng cong ty > Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,29.078.979.932,20.742.708.787,29078979932.0,20742708787.0
,,,29.078.979.932,20.742.708.787,29078979932.0,20742708787.0
