row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2023 > VND,Năm 2022 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2023 > VND,numeric__Năm 2022 > VND
I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,53.070.431.972,166.725.422.899,,,53070431972.0,166725422899.0
01,01,01,Điều chỉnh cho các khoản,,,,,,,
02,01 > 02,02,Khấu hao tài sản cố định,,1.802.925.195,1.662.997.772,,,1802925195.0,1662997772.0
03,01 > 03,03,Các khoản dự phòng,,149.951.948.840,107.864.383.379,,,149951948840.0,107864383379.0
04,01 > 04,04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(32.872.773),(1.069.603.091),,,-32872773.0,-1069603091.0
05,01 > 05,05,Lãi từ hoạt động đầu tư,,(270.508.760.452),(351.424.170.327),,,-270508760452.0,-351424170327.0
06,01 > 06,06,Chi phí lãi vay,,15.275.232.136,7.866.301.375,,,15275232136.0,7866301375.0
08,01 > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,(50.441.095.082),(68.374.667.993),,,-50441095082.0,-68374667993.0
09,01 > 09,09,Biến động các khoản phải thu,,(625.488.007.252),64.901.325.456,,,-625488007252.0,64901325456.0
10,01 > 10,10,Biến động hàng tồn kho,,(728.036.800),(101.163.790),,,-728036800.0,-101163790.0
11,01 > 11,11,"Biến động các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,155.982.481.869,(145.438.527.313),,,155982481869.0,-145438527313.0
12,01 > 12,12,Biến động chi phí trả trước,,19.716.598.285,13.525.772.360,,,19716598285.0,13525772360.0
14,01 > 14,14,Tiền lãi vay đã trả,,(2.184.383.562),-,,,-2184383562.0,
17,01 > 17,17,Tiền chi khác cho hoạt động kinh doanh,,(5.362.521.561),(1.045.250.000),,,-5362521561.0,-1045250000.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(508.504.964.103),(136.532.511.280),,,-508504964103.0,-136532511280.0
II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(2.625.771.249),(40.459.909.918),,,-2625771249.0,-40459909918.0
22,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,1.050.909.090,-,,,1050909090.0,
23,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,-,(150.000.455.117),,,,-150000455117.0
24,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,176.800.000.000,5.688.591.038,,,176800000000.0,5688591038.0
27,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,270.204.426.704,338.268.929.619,,,270204426704.0,338268929619.0
30,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,445.429.564.545,153.497.155.622,,,445429564545.0,153497155622.0
